function,dimension,noise_sigma,method,n_pairs,vanilla_median,method_median,median_delta_vs_vanilla,win_rate_vs_vanilla,loss_rate_vs_vanilla,wilcoxon_p_two_sided,ratio_median_vs_vanilla_non_primary,bh_fdr_q_value,variant_id,variant_group,lr_enabled,lr_ema_alpha,lr_snr_up_threshold,lr_snr_down_threshold,lr_sigma_up_factor,lr_sigma_down_factor,lr_sigma_min_ratio,lr_sigma_max_ratio
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.16357209132271278,0.059642090508732745,0.09,0.91,1.9809780081603547e-15,0.7505068105707636,7.923912032641419e-15,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.3924328697977799,0.042742899518354666,0.24,0.76,1.9293162111910322e-08,0.8556434940692517,3.8586324223820644e-08,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,0.28706173632559984,0.2714159062322197,0.0,1.0,3.89655984509591e-18,23.75609701793656,2.128820867338844e-17,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,0.21360530665713415,0.299238698479489,0.0,1.0,3.89655984509591e-18,-2.3224992518773506,2.128820867338844e-17,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,0.0959290583466908,0.3150255223194226,0.01,0.99,4.139373908714419e-18,-0.4023239402225921,2.128820867338844e-17,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,1.8557973032470667,0.18234221565598197,0.38,0.62,0.031638123676933194,1.147549587805107,0.03559288913654984,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,1.9234869076020833,0.24566719145776073,0.33,0.67,0.00019631968285300282,1.2739112126358423,0.0003212503901230955,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,1.8943340869446152,0.25736052875409676,0.38,0.62,0.11531352011465916,1.1188868068090176,0.11531352011465916,ema_alpha_0.4,ema_alpha,True,0.4,0.25,0.08,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,846.4251158070215,-219.80116359928564,0.6,0.4,0.02752671948749582,0.7806984356876664,0.030029148531813623,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,848.6488886190434,-178.2123662487977,0.59,0.41,0.02728580881642492,0.7827848024541385,0.030029148531813623,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,846.5980691297812,-219.66555272667932,0.6,0.4,0.02182713389157079,0.7805811429106893,0.025347639357953176,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,39494.27239715819,-24640.914469503157,0.81,0.19,1.168102718013577e-10,0.5525501682680655,2.002461802308989e-10,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,39494.37976763026,-24641.080866727294,0.81,0.19,1.168102718013577e-10,0.5525522413487299,2.002461802308989e-10,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,39494.43385029478,-24641.09929800375,0.81,0.19,1.168102718013577e-10,0.5525515411065476,2.002461802308989e-10,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,323487.17880453216,-551153.3830670624,0.98,0.02,4.813701823147399e-18,0.33189035143794865,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,325259.3843766071,-551153.2331570896,0.98,0.02,4.813701823147399e-18,0.3337085881615939,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,323487.27981906745,-551153.3554726643,0.98,0.02,4.813701823147399e-18,0.33189048991150266,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,21.602702232817165,-8.237962584284233,0.64,0.36,5.920343957171331e-05,0.6568621515873685,7.893791942895107e-05,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,20.53720341110973,-5.4912589453840095,0.58,0.42,0.0011295649688403883,0.7371123430792025,0.001355477962608466,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,21.336575785524023,-8.608311320053028,0.6,0.4,8.021440667889499e-05,0.7157139852800556,0.0001031328085871507,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,108.05664023906002,-36.805231234396224,0.93,0.07,5.46468449914885e-16,0.7334524377579413,1.4052045854954186e-15,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,108.77626852920667,-39.512046119210815,0.93,0.07,5.4868943266813393e-17,0.7375846322832704,1.7957108705502563e-16,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,106.39488910906366,-37.159557065234345,0.94,0.06,2.5367819502505057e-16,0.730006466100715,7.024934631462939e-16,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,348.515362561611,-45.05005490446197,0.86,0.14,8.355098643729849e-14,0.8787117583573401,1.879897194839216e-13,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,340.39078481449366,-47.02589210713549,0.88,0.12,4.405428848631553e-15,0.8596011606196272,1.0573029236715727e-14,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,349.0563087134219,-45.95139083398533,0.84,0.16,1.0841721534159527e-13,0.8770191461908935,2.2958939719396647e-13,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,10.31758541810059,2.1964360669214793,0.21,0.79,1.533820468952071e-06,1.295595634858895,2.5098880401033885e-06,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,10.32288385836966,2.0283081764754396,0.27,0.73,4.6816449612378246e-05,1.2425602264828997,6.482277638636988e-05,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,10.466845186349063,2.4426325060172243,0.22,0.78,9.520475071229453e-05,1.2989815665723978,0.0001181852077807794,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,20,0.0,lr_adapt_proxy,100,32.17534839079061,83.61189536068112,32.556721845226186,0.22,0.78,6.662170105826981e-06,2.5986321684899902,1.0427744513468319e-05,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,20,0.1,lr_adapt_proxy,100,34.3542372111561,79.81908903043585,34.28763515882389,0.21,0.79,7.107210868496024e-06,2.3234132238137897,1.0660816302744036e-05,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,20,0.2,lr_adapt_proxy,100,32.3738134768236,70.27334699831047,32.18060425752515,0.23,0.77,9.486327484996237e-06,2.1706848669100762,1.3660311578394582e-05,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,40,0.0,lr_adapt_proxy,100,588.945718635892,625.7527584394684,-16.130232945885552,0.51,0.49,0.8365569764052994,1.0624964893009636,0.8604586043025937,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,40,0.1,lr_adapt_proxy,100,608.2524167439151,632.2050901757898,-5.783210414965396,0.5,0.5,0.7938513827119553,1.0393794957036055,0.8405485228714821,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,632.5678184337905,2.689001869839501,0.49,0.51,0.8906095152877423,1.0906944810594772,0.8906095152877423,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.018608723034705565,0.018551687556976414,0.0,1.0,3.89655984509591e-18,1758.4435295691865,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.1632892297708437,0.053071591357444214,0.09,0.91,1.2733079538420982e-16,0.7492089759621229,3.8199238615262945e-16,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.37618519790469085,0.05790653240922877,0.2,0.8,4.260963777218883e-11,0.8202177797139345,8.521927554437766e-11,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,0.3012267753308918,0.2884107481877447,0.0,1.0,3.89655984509591e-18,24.928339773727913,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,0.24428615999991748,0.3223847571294063,0.0,1.0,3.89655984509591e-18,-2.656087682102771,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,0.11733152275850586,0.31678830203747876,0.02,0.98,5.7672036158171394e-18,-0.49208531139665074,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,4.560539071685209,2.7153780178290314,0.02,0.98,4.813701823147399e-18,2.8200519112321967,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,4.144119663710262,2.5758369165619577,0.01,0.99,4.0161556854627e-18,2.744619932290856,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,4.560106479809493,2.6318193675052095,0.04,0.96,5.5962479014680366e-18,2.693422988620026,2.07619330169417e-17,thresholds_0.05_0.2,snr_thresholds,True,0.2,0.2,0.05,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,865.3749342921594,-236.9923905360337,0.57,0.43,0.03782480488800565,0.7981767611433176,0.038464374241245325,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,881.8041621561872,-237.04027606327466,0.57,0.43,0.038464374241245325,0.8133668777907581,0.038464374241245325,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,865.3030229056739,-237.14920232893888,0.57,0.43,0.038464374241245325,0.7978275018723698,0.038464374241245325,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,28250.607057048277,-45232.73534115654,0.91,0.09,3.471444579736631e-16,0.39524408820784435,1.0414333739209894e-15,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,28250.591219903978,-45232.658607956524,0.91,0.09,3.471444579736631e-16,0.3952442750038741,1.0414333739209894e-15,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,28250.639050334503,-45232.3527741946,0.91,0.09,3.471444579736631e-16,0.3952439020566093,1.0414333739209894e-15,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,259285.24341954058,-651541.3415637426,0.99,0.01,4.139373908714419e-18,0.26602065305711503,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,259285.2791758844,-651541.2004304789,0.99,0.01,4.139373908714419e-18,0.26602068564664016,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,259285.38436617499,-651541.2771544297,0.99,0.01,4.139373908714419e-18,0.2660208255864463,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,23.10818860447622,-5.0821266381228085,0.57,0.43,0.001926280773596183,0.7026386941057933,0.002167065870295706,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,22.078108047155368,-5.416632573323979,0.6,0.4,0.011056056267101239,0.7924178198766313,0.01206115229138317,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,20.414499794321344,-5.207128102817789,0.62,0.38,0.000884629047335785,0.684783873108895,0.0010615548568029419,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,107.43078554403166,-34.85642096743687,0.9,0.1,3.2570704571844113e-15,0.7292043448065479,9.019579727587601e-15,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,107.59656227536695,-35.24193784117196,0.92,0.08,4.881616873189426e-17,0.7295853396507326,2.1967275929352418e-16,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,112.33555850427533,-30.865586633693134,0.88,0.12,2.6188160136777396e-14,0.7707671371046166,6.734098320885616e-14,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,357.07910313676456,-41.62593942989582,0.74,0.26,4.4045347744048177e-08,0.9003035168485571,9.32725011050432e-08,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,367.0149593755979,-32.65494177329418,0.71,0.29,9.110989609422746e-07,0.926836151618979,1.426067938866169e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,360.2359042573851,-38.33834855861099,0.74,0.26,1.331981564680161e-07,0.9051083658782988,2.663963129360322e-07,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,10.251268830656372,2.4428395752536707,0.21,0.79,2.1951641838470253e-06,1.2872681553440917,3.292746275770538e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,10.350185276303755,2.0633976855215788,0.19,0.81,5.753156267057693e-07,1.24584648413308,9.86255360067033e-07,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,10.15726669198882,1.9507592216822758,0.24,0.76,0.0001784108385578608,1.2605615125425873,0.00022147552372699962,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,20,0.0,lr_adapt_proxy,100,32.17534839079061,66.95756626735181,31.113648630684896,0.22,0.78,4.730222391025182e-06,2.081020707347391,6.811520243076262e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,20,0.1,lr_adapt_proxy,100,34.3542372111561,70.34003086185663,29.725567199522594,0.21,0.79,6.044250133396019e-06,2.04749214571455,8.368961723163719e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,20,0.2,lr_adapt_proxy,100,32.3738134768236,63.79573910955717,28.85301894505034,0.22,0.78,6.3460177878356015e-06,1.9705969812678545,8.461357050447469e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,40,0.0,lr_adapt_proxy,100,588.945718635892,430.53539902369505,-140.37550744163238,0.72,0.28,6.177907946404897e-07,0.7310273008196667,1.010930391229892e-06,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,40,0.1,lr_adapt_proxy,100,608.2524167439151,436.5687263022543,-150.36008296894352,0.73,0.27,5.651450648832188e-07,0.7177426908376056,9.86255360067033e-07,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,420.63362546218576,-159.2126006520925,0.71,0.29,4.725246164325417e-07,0.7252704934872766,8.953097995563948e-07,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.01914352847165102,0.01913668651199716,0.0,1.0,3.89655984509591e-18,1808.9803212889217,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.16648257841661168,0.0634526126861243,0.12,0.88,2.1986655925914448e-16,0.7638608024919156,8.794662370365779e-16,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.3874576303493446,0.053245680026710596,0.22,0.78,1.7021609690509302e-09,0.8447956992153598,4.085186325722232e-09,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,0.2919582482343712,0.2789864639337736,0.0,1.0,3.89655984509591e-18,24.161313029806276,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,0.21838378513841666,0.3011196807156031,0.0,1.0,3.89655984509591e-18,-2.374454949381179,2.4836243452286515e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,0.06636557490509454,0.28761446517458145,0.03,0.97,9.893009181510365e-18,-0.2783354705146679,5.0878332933481876e-17,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,2.0219481188356543,0.40714471531444585,0.3,0.7,2.3458679729382573e-05,1.250290495774183,3.016115965206331e-05,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,2.187307395068538,0.5177330766215456,0.27,0.73,1.4296625675252328e-08,1.4486375784760703,3.216740776931774e-08,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,2.0141397354539636,0.2799354570395953,0.3,0.7,0.0009179235476966766,1.1896499105414309,0.0010659757328090437,thresholds_0.12_0.3,snr_thresholds,True,0.2,0.3,0.12,1.03,0.9,0.1,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,875.2713154310711,-144.0774139734155,0.54,0.46,0.09005756221599327,0.8073046675934362,0.09263063542216451,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,861.5233224997992,-151.5469840963151,0.54,0.46,0.07434398189444386,0.7946600447565888,0.07871715729999938,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,875.2786368468226,-133.5057847629446,0.53,0.47,0.11295094131626203,0.8070252267613738,0.11295094131626203,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,33592.62392880337,-38479.65219655993,0.88,0.12,5.051315799672731e-15,0.46998232598815376,1.1365460549263645e-14,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,33592.67924032036,-38479.86479571034,0.88,0.12,5.051315799672731e-15,0.46998358542045554,1.1365460549263645e-14,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,33592.91243214233,-38479.38856077158,0.88,0.12,5.051315799672731e-15,0.4699856087315202,1.1365460549263645e-14,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,283217.9406993096,-628328.502487873,1.0,0.0,3.89655984509591e-18,0.2905750460330424,2.2613726850078315e-17,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,283217.9809194537,-628328.4505828127,1.0,0.0,3.89655984509591e-18,0.2905750828242837,2.2613726850078315e-17,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,283217.97586806625,-628328.4918592453,1.0,0.0,3.89655984509591e-18,0.29057511261392144,2.2613726850078315e-17,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,22.000389045813336,-3.5668149495028736,0.57,0.43,0.0028089750559873055,0.6689544080480326,0.003611539357697964,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,22.725882103869196,-5.1539125206503895,0.56,0.44,0.03136654424402608,0.8156674436531555,0.036425664283385124,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,22.572425157584938,-3.133542314829816,0.54,0.46,0.021048355887367972,0.7571693100788772,0.025258027064841565,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,106.77194276471712,-41.74079677533978,0.88,0.12,8.355098643729849e-14,0.7247323397403309,1.7693150069074975e-13,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,104.58851993918377,-39.62194806564261,0.91,0.09,5.782369267221539e-16,0.7091885579774353,1.7347107801664619e-15,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,106.5170402201727,-37.36051746853676,0.9,0.1,2.2752519601792896e-15,0.7308445806163435,6.30069773588111e-15,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,352.95836962687105,-49.46418402530239,0.77,0.23,9.740325726274076e-11,0.8899139117488382,1.9480651452548152e-10,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,356.16166201075407,-35.48541122206433,0.78,0.22,5.846718763075831e-09,0.8994279272263765,1.0022946450987138e-08,sigma_factors_0.85_1.05,sigma_factors,True,0.2,0.25,0.08,1.05,0.85,0.1,10.0
