function,dimension,noise_sigma,method,n_pairs,vanilla_median,method_median,median_delta_vs_vanilla,win_rate_vs_vanilla,loss_rate_vs_vanilla,wilcoxon_p_two_sided,ratio_median_vs_vanilla_non_primary,bh_fdr_q_value
rosenbrock,20,0.0,pop4x,10,7652.1449341897915,47269.413036094455,39401.83260551817,0.0,1.0,0.001953125,6.177276233346635,0.0087890625
rosenbrock,20,0.1,lr_adapt_proxy,10,7652.118835518616,8376.626724363443,-123.76919326092911,0.5,0.5,0.625,1.0946806896779884,0.703125
rosenbrock,20,0.1,pop4x,10,7652.118835518616,47269.47964589495,39401.9416259912,0.0,1.0,0.001953125,6.177306006603764,0.0087890625
rosenbrock,20,0.2,lr_adapt_proxy,10,7652.140466891313,8376.606096592706,-123.9366115912785,0.5,0.5,0.625,1.094674899505041,0.703125
rosenbrock,20,0.2,pop4x,10,7652.140466891313,47269.468139474426,39402.10004344239,0.0,1.0,0.001953125,6.177287040664804,0.0087890625
rosenbrock,40,0.0,lr_adapt_proxy,10,110716.14367605966,78490.22517309219,-39984.756994093485,0.7,0.3,0.193359375,0.7089320722978203,0.29621010638297873
rosenbrock,40,0.0,pop4x,10,110716.14367605966,206598.0678851698,110885.8568417913,0.1,0.9,0.083984375,1.8660157500576209,0.17276785714285714
rosenbrock,40,0.1,lr_adapt_proxy,10,110716.21406358575,78490.21403725646,-39984.80556042613,0.7,0.3,0.193359375,0.7089315210162309,0.29621010638297873
rosenbrock,40,0.1,pop4x,10,110716.21406358575,206598.17003104108,110885.66800054794,0.1,0.9,0.083984375,1.8660154863350826,0.17276785714285714
rosenbrock,40,0.2,lr_adapt_proxy,10,110716.27292231002,78490.34797466287,-39984.899436318745,0.7,0.3,0.193359375,0.708932353871231,0.29621010638297873
rosenbrock,40,0.2,pop4x,10,110716.27292231002,206598.02740424543,110885.80014284473,0.1,0.9,0.083984375,1.8660132061094212,0.17276785714285714
sphere,10,0.0,lr_adapt_proxy,10,2.6586267659863463,2.8440687028526748,-0.10068164708227967,0.5,0.5,0.76953125,1.0697510230615352,0.8029891304347826
sphere,10,0.0,pop4x,10,2.6586267659863463,22.152858595765487,18.305165586442442,0.0,1.0,0.001953125,8.332443981675935,0.0087890625
sphere,10,0.1,lr_adapt_proxy,10,2.6892683049506756,2.7918724998374804,0.2088319359460813,0.4,0.6,1.0,1.0381532012621875,1.0
sphere,10,0.1,pop4x,10,2.6892683049506756,23.21941734455632,19.892086005163293,0.0,1.0,0.001953125,8.634102183784222,0.0087890625
sphere,10,0.2,lr_adapt_proxy,10,3.2231574411824653,2.6962767991156005,-0.5215175200553381,0.6,0.4,0.4921875,0.8365327627701703,0.6217105263157895
sphere,10,0.2,pop4x,10,3.2231574411824653,21.133876627588634,17.373432716335422,0.0,1.0,0.001953125,6.55688622515298,0.0087890625
sphere,20,0.0,lr_adapt_proxy,10,25.227273787048407,31.373978217777,1.9951505998465144,0.5,0.5,0.4921875,1.2436531383698024,0.6217105263157895
sphere,20,0.0,pop4x,10,25.227273787048407,59.69238342853072,35.66782049146971,0.0,1.0,0.001953125,2.366184468936813,0.0087890625
sphere,20,0.1,lr_adapt_proxy,10,25.28433126297039,30.0444926785786,6.669603778765372,0.4,0.6,0.275390625,1.188265268560992,0.40465561224489793
sphere,20,0.1,pop4x,10,25.28433126297039,64.76999136351098,39.345138094131286,0.0,1.0,0.001953125,2.5616651945376323,0.0087890625
sphere,20,0.2,lr_adapt_proxy,10,25.17853885450407,33.387754931492836,3.374120813962696,0.5,0.5,0.556640625,1.3260402092602073,0.6910021551724138
sphere,20,0.2,pop4x,10,25.17853885450407,54.03012672745949,26.282326370496317,0.1,0.9,0.00390625,2.145880149744841,0.014062499999999999
sphere,40,0.0,lr_adapt_proxy,10,112.34896353664462,136.26994153660613,20.61081359904314,0.1,0.9,0.009765625,1.2129167661805733,0.024245689655172414
sphere,40,0.0,pop4x,10,112.34896353664462,199.54949821894726,86.91982735441013,0.0,1.0,0.001953125,1.776157891780289,0.0087890625
sphere,40,0.1,lr_adapt_proxy,10,112.29876726551764,136.15117183900904,22.58393059541426,0.1,0.9,0.00390625,1.2124013037213053,0.014062499999999999
sphere,40,0.1,pop4x,10,112.29876726551764,196.56140711761708,77.88635675021368,0.0,1.0,0.001953125,1.7503434089607595,0.0087890625
sphere,40,0.2,lr_adapt_proxy,10,95.28671980176298,127.06676354371257,27.0534996131951,0.1,0.9,0.02734375,1.3335201779226489,0.065625
sphere,40,0.2,pop4x,10,95.28671980176298,198.09616913195143,86.56335060898745,0.0,1.0,0.001953125,2.078948352342026,0.0087890625
