run_index,phase,method,function,dimension,noise_sigma,seed,eval_budget,popsize,status,error_message,n_evals,generations,final_best,proxy_sigma_factor_last,proxy_ema_snr_last,duration_sec
63,eval,vanilla_cma,sphere,10,0.0,1062,1000,10,ok,,1000,100,1.3314361960531328e-05,1.0,0.0,0.03925180435180664
64,eval,vanilla_cma,sphere,10,0.0,1063,1000,10,ok,,1000,100,5.0902426533085695e-06,1.0,0.0,0.040946006774902344
65,eval,vanilla_cma,sphere,10,0.0,1064,1000,10,ok,,1000,100,8.256756010643984e-06,1.0,0.0,0.03894972801208496
66,eval,vanilla_cma,sphere,10,0.0,1065,1000,10,ok,,1000,100,6.900337628374392e-06,1.0,0.0,0.042466163635253906
67,eval,vanilla_cma,sphere,10,0.0,1066,1000,10,ok,,1000,100,2.723729885699955e-05,1.0,0.0,0.05152320861816406
68,eval,vanilla_cma,sphere,10,0.0,1067,1000,10,ok,,1000,100,2.7672432553943504e-06,1.0,0.0,0.04433012008666992
69,eval,vanilla_cma,sphere,10,0.0,1068,1000,10,ok,,1000,100,3.63596082736625e-06,1.0,0.0,0.03541707992553711
70,eval,vanilla_cma,sphere,10,0.0,1069,1000,10,ok,,1000,100,5.061848920461694e-06,1.0,0.0,0.03549981117248535
71,eval,vanilla_cma,sphere,10,0.0,1070,1000,10,ok,,1000,100,2.4429505546714167e-05,1.0,0.0,0.047059059143066406
72,eval,vanilla_cma,sphere,10,0.0,1071,1000,10,ok,,1000,100,4.877020110872306e-05,1.0,0.0,0.03834819793701172
73,eval,vanilla_cma,sphere,10,0.0,1072,1000,10,ok,,1000,100,1.851829138645776e-05,1.0,0.0,0.043295860290527344
74,eval,vanilla_cma,sphere,10,0.0,1073,1000,10,ok,,1000,100,1.6161119164808846e-05,1.0,0.0,0.04941678047180176
75,eval,vanilla_cma,sphere,10,0.0,1074,1000,10,ok,,1000,100,3.451764563335725e-05,1.0,0.0,0.03326416015625
76,eval,vanilla_cma,sphere,10,0.0,1075,1000,10,ok,,1000,100,7.782380387539956e-06,1.0,0.0,0.035166025161743164
77,eval,vanilla_cma,sphere,10,0.0,1076,1000,10,ok,,1000,100,3.2138042459401226e-05,1.0,0.0,0.036073923110961914
78,eval,vanilla_cma,sphere,10,0.0,1077,1000,10,ok,,1000,100,6.391632617334166e-06,1.0,0.0,0.04199814796447754
79,eval,vanilla_cma,sphere,10,0.0,1078,1000,10,ok,,1000,100,9.414484538564589e-06,1.0,0.0,0.03393387794494629
80,eval,vanilla_cma,sphere,10,0.0,1079,1000,10,ok,,1000,100,1.111182066602188e-05,1.0,0.0,0.04680299758911133
81,eval,vanilla_cma,sphere,10,0.0,1080,1000,10,ok,,1000,100,1.5127197329767215e-06,1.0,0.0,0.04286503791809082
82,eval,vanilla_cma,sphere,10,0.0,1081,1000,10,ok,,1000,100,4.846206299787064e-06,1.0,0.0,0.03679203987121582
83,eval,vanilla_cma,sphere,10,0.0,1082,1000,10,ok,,1000,100,1.1722615452734963e-05,1.0,0.0,0.03306412696838379
84,eval,vanilla_cma,sphere,10,0.0,1083,1000,10,ok,,1000,100,1.4454821604706687e-05,1.0,0.0,0.042624711990356445
85,eval,vanilla_cma,sphere,10,0.0,1084,1000,10,ok,,1000,100,7.131244563693925e-05,1.0,0.0,0.04287004470825195
86,eval,vanilla_cma,sphere,10,0.0,1085,1000,10,ok,,1000,100,2.5745072476018773e-06,1.0,0.0,0.03978586196899414
87,eval,vanilla_cma,sphere,10,0.0,1086,1000,10,ok,,1000,100,1.2455528068790517e-05,1.0,0.0,0.03302907943725586
88,eval,vanilla_cma,sphere,10,0.0,1087,1000,10,ok,,1000,100,7.143191514535049e-06,1.0,0.0,0.03828001022338867
89,eval,vanilla_cma,sphere,10,0.0,1088,1000,10,ok,,1000,100,2.122732681487098e-06,1.0,0.0,0.04185986518859863
90,eval,vanilla_cma,sphere,10,0.0,1089,1000,10,ok,,1000,100,2.55715863910437e-06,1.0,0.0,0.04316997528076172
91,eval,vanilla_cma,sphere,10,0.0,1090,1000,10,ok,,1000,100,2.724001231312076e-05,1.0,0.0,0.047782182693481445
92,eval,vanilla_cma,sphere,10,0.0,1091,1000,10,ok,,1000,100,1.4646468128241442e-05,1.0,0.0,0.03334927558898926
93,eval,vanilla_cma,sphere,10,0.0,1092,1000,10,ok,,1000,100,1.3922360951554144e-05,1.0,0.0,0.032959938049316406
94,eval,vanilla_cma,sphere,10,0.0,1093,1000,10,ok,,1000,100,8.014500135961862e-06,1.0,0.0,0.033586978912353516
95,eval,vanilla_cma,sphere,10,0.0,1094,1000,10,ok,,1000,100,1.129749120354933e-05,1.0,0.0,0.04220008850097656
96,eval,vanilla_cma,sphere,10,0.0,1095,1000,10,ok,,1000,100,3.2393674923416654e-05,1.0,0.0,0.03335905075073242
97,eval,vanilla_cma,sphere,10,0.0,1096,1000,10,ok,,1000,100,4.556759549039651e-05,1.0,0.0,0.04127216339111328
98,eval,vanilla_cma,sphere,10,0.0,1097,1000,10,ok,,1000,100,1.425501079035695e-05,1.0,0.0,0.052813053131103516
99,eval,vanilla_cma,sphere,10,0.0,1098,1000,10,ok,,1000,100,1.653787505290274e-06,1.0,0.0,0.03269600868225098
100,eval,vanilla_cma,sphere,10,0.0,1099,1000,10,ok,,1000,100,9.45594349220067e-06,1.0,0.0,0.03241395950317383
101,eval,vanilla_cma,sphere,10,0.1,1000,1000,10,ok,,1000,100,-0.17088313103593789,1.0,0.0,0.03328084945678711
102,eval,vanilla_cma,sphere,10,0.1,1001,1000,10,ok,,1000,100,-0.29142828450497577,1.0,0.0,0.04393911361694336
103,eval,vanilla_cma,sphere,10,0.1,1002,1000,10,ok,,1000,100,-0.32021483310313464,1.0,0.0,0.04908609390258789
104,eval,vanilla_cma,sphere,10,0.1,1003,1000,10,ok,,1000,100,-0.18119507807486177,1.0,0.0,0.03869199752807617
105,eval,vanilla_cma,sphere,10,0.1,1004,1000,10,ok,,1000,100,-0.19563647523832828,1.0,0.0,0.03333616256713867
106,eval,vanilla_cma,sphere,10,0.1,1005,1000,10,ok,,1000,100,-0.17859603817079625,1.0,0.0,0.03343486785888672
107,eval,vanilla_cma,sphere,10,0.1,1006,1000,10,ok,,1000,100,-0.20365169134521394,1.0,0.0,0.03345894813537598
108,eval,vanilla_cma,sphere,10,0.1,1007,1000,10,ok,,1000,100,-0.20357258344595336,1.0,0.0,0.04383206367492676
109,eval,vanilla_cma,sphere,10,0.1,1008,1000,10,ok,,1000,100,-0.2407402740240427,1.0,0.0,0.04762101173400879
110,eval,vanilla_cma,sphere,10,0.1,1009,1000,10,ok,,1000,100,-0.2883030902895448,1.0,0.0,0.04844188690185547
111,eval,vanilla_cma,sphere,10,0.1,1010,1000,10,ok,,1000,100,-0.22364663057247242,1.0,0.0,0.05289006233215332
112,eval,vanilla_cma,sphere,10,0.1,1011,1000,10,ok,,1000,100,-0.17963371738532058,1.0,0.0,0.049195051193237305
113,eval,vanilla_cma,sphere,10,0.1,1012,1000,10,ok,,1000,100,-0.2414116410147404,1.0,0.0,0.043598175048828125
114,eval,vanilla_cma,sphere,10,0.1,1013,1000,10,ok,,1000,100,-0.19126566561704147,1.0,0.0,0.04496908187866211
115,eval,vanilla_cma,sphere,10,0.1,1014,1000,10,ok,,1000,100,-0.2016170116663234,1.0,0.0,0.05031871795654297
116,eval,vanilla_cma,sphere,10,0.1,1015,1000,10,ok,,1000,100,-0.20910545107796635,1.0,0.0,0.05783891677856445
117,eval,vanilla_cma,sphere,10,0.1,1016,1000,10,ok,,1000,100,-0.2396794776109845,1.0,0.0,0.06102919578552246
118,eval,vanilla_cma,sphere,10,0.1,1017,1000,10,ok,,1000,100,-0.1707606991974783,1.0,0.0,0.04405403137207031
119,eval,vanilla_cma,sphere,10,0.1,1018,1000,10,ok,,1000,100,-0.16290644579608826,1.0,0.0,0.04676389694213867
120,eval,vanilla_cma,sphere,10,0.1,1019,1000,10,ok,,1000,100,-0.28137507645575544,1.0,0.0,0.048985958099365234
121,eval,vanilla_cma,sphere,10,0.1,1020,1000,10,ok,,1000,100,-0.2156891957834888,1.0,0.0,0.048995018005371094
122,eval,vanilla_cma,sphere,10,0.1,1021,1000,10,ok,,1000,100,-0.24572192410816326,1.0,0.0,0.047444820404052734
123,eval,vanilla_cma,sphere,10,0.1,1022,1000,10,ok,,1000,100,-0.2011819540876178,1.0,0.0,0.05278587341308594
124,eval,vanilla_cma,sphere,10,0.1,1023,1000,10,ok,,1000,100,-0.1950817692512295,1.0,0.0,0.04228687286376953
125,eval,vanilla_cma,sphere,10,0.1,1024,1000,10,ok,,1000,100,-0.2187318507172728,1.0,0.0,0.045163869857788086
126,eval,vanilla_cma,sphere,10,0.1,1025,1000,10,ok,,1000,100,-0.24245756323022977,1.0,0.0,0.05388998985290527
127,eval,vanilla_cma,sphere,10,0.1,1026,1000,10,ok,,1000,100,-0.21710222870493862,1.0,0.0,0.05079317092895508
128,eval,vanilla_cma,sphere,10,0.1,1027,1000,10,ok,,1000,100,-0.23490767443127222,1.0,0.0,0.05012202262878418
129,eval,vanilla_cma,sphere,10,0.1,1028,1000,10,ok,,1000,100,-0.17343482421300174,1.0,0.0,0.055580854415893555
130,eval,vanilla_cma,sphere,10,0.1,1029,1000,10,ok,,1000,100,-0.3152057474520108,1.0,0.0,0.06007719039916992
131,eval,vanilla_cma,sphere,10,0.1,1030,1000,10,ok,,1000,100,-0.19271976992844175,1.0,0.0,0.056947946548461914
132,eval,vanilla_cma,sphere,10,0.1,1031,1000,10,ok,,1000,100,-0.3003775969051877,1.0,0.0,0.045233964920043945
133,eval,vanilla_cma,sphere,10,0.1,1032,1000,10,ok,,1000,100,-0.2103113384031464,1.0,0.0,0.0630331039428711
134,eval,vanilla_cma,sphere,10,0.1,1033,1000,10,ok,,1000,100,-0.26151660140307,1.0,0.0,0.04418301582336426
135,eval,vanilla_cma,sphere,10,0.1,1034,1000,10,ok,,1000,100,-0.23459859157563395,1.0,0.0,0.04966926574707031
136,eval,vanilla_cma,sphere,10,0.1,1035,1000,10,ok,,1000,100,-0.21847540564667084,1.0,0.0,0.04969501495361328
137,eval,vanilla_cma,sphere,10,0.1,1036,1000,10,ok,,1000,100,-0.20540834012316894,1.0,0.0,0.052076101303100586
138,eval,vanilla_cma,sphere,10,0.1,1037,1000,10,ok,,1000,100,-0.21557986281327596,1.0,0.0,0.07094192504882812
139,eval,vanilla_cma,sphere,10,0.1,1038,1000,10,ok,,1000,100,-0.1879376159268717,1.0,0.0,0.05134415626525879
140,eval,vanilla_cma,sphere,10,0.1,1039,1000,10,ok,,1000,100,-0.22644614932319562,1.0,0.0,0.05196809768676758
141,eval,vanilla_cma,sphere,10,0.1,1040,1000,10,ok,,1000,100,-0.2018460852621734,1.0,0.0,0.0445408821105957
142,eval,vanilla_cma,sphere,10,0.1,1041,1000,10,ok,,1000,100,-0.21364918725423823,1.0,0.0,0.06248617172241211
143,eval,vanilla_cma,sphere,10,0.1,1042,1000,10,ok,,1000,100,-0.20596081425072527,1.0,0.0,0.053295135498046875
144,eval,vanilla_cma,sphere,10,0.1,1043,1000,10,ok,,1000,100,-0.21081419575747157,1.0,0.0,0.05099892616271973
145,eval,vanilla_cma,sphere,10,0.1,1044,1000,10,ok,,1000,100,-0.2169903434212324,1.0,0.0,0.05124521255493164
146,eval,vanilla_cma,sphere,10,0.1,1045,1000,10,ok,,1000,100,-0.21357420425448986,1.0,0.0,0.05143094062805176
147,eval,vanilla_cma,sphere,10,0.1,1046,1000,10,ok,,1000,100,-0.2427966702715993,1.0,0.0,0.057038068771362305
148,eval,vanilla_cma,sphere,10,0.1,1047,1000,10,ok,,1000,100,-0.2652565428537793,1.0,0.0,0.04998517036437988
149,eval,vanilla_cma,sphere,10,0.1,1048,1000,10,ok,,1000,100,-0.24782047538551905,1.0,0.0,0.042283058166503906
150,eval,vanilla_cma,sphere,10,0.1,1049,1000,10,ok,,1000,100,-0.23045940796828868,1.0,0.0,0.049501895904541016
151,eval,vanilla_cma,sphere,10,0.1,1050,1000,10,ok,,1000,100,-0.2636553538478911,1.0,0.0,0.056281089782714844
152,eval,vanilla_cma,sphere,10,0.1,1051,1000,10,ok,,1000,100,-0.20821085516280774,1.0,0.0,0.05163002014160156
153,eval,vanilla_cma,sphere,10,0.1,1052,1000,10,ok,,1000,100,-0.2526434534962879,1.0,0.0,0.05731916427612305
154,eval,vanilla_cma,sphere,10,0.1,1053,1000,10,ok,,1000,100,-0.20417659759878146,1.0,0.0,0.04244399070739746
155,eval,vanilla_cma,sphere,10,0.1,1054,1000,10,ok,,1000,100,-0.2222042791317942,1.0,0.0,0.05219578742980957
156,eval,vanilla_cma,sphere,10,0.1,1055,1000,10,ok,,1000,100,-0.20409952249017993,1.0,0.0,0.05052304267883301
157,eval,vanilla_cma,sphere,10,0.1,1056,1000,10,ok,,1000,100,-0.2142344823374822,1.0,0.0,0.05146288871765137
158,eval,vanilla_cma,sphere,10,0.1,1057,1000,10,ok,,1000,100,-0.2829453339449278,1.0,0.0,0.059929847717285156
159,eval,vanilla_cma,sphere,10,0.1,1058,1000,10,ok,,1000,100,-0.28275021731590105,1.0,0.0,0.05027508735656738
160,eval,vanilla_cma,sphere,10,0.1,1059,1000,10,ok,,1000,100,-0.22894113282360412,1.0,0.0,0.05909299850463867
161,eval,vanilla_cma,sphere,10,0.1,1060,1000,10,ok,,1000,100,-0.18635356036199474,1.0,0.0,0.051711082458496094
162,eval,vanilla_cma,sphere,10,0.1,1061,1000,10,ok,,1000,100,-0.19281225250223655,1.0,0.0,0.05187416076660156
163,eval,vanilla_cma,sphere,10,0.1,1062,1000,10,ok,,1000,100,-0.2511692746558393,1.0,0.0,0.0469970703125
164,eval,vanilla_cma,sphere,10,0.1,1063,1000,10,ok,,1000,100,-0.20887295650319082,1.0,0.0,0.05135822296142578
165,eval,vanilla_cma,sphere,10,0.1,1064,1000,10,ok,,1000,100,-0.32740894380929053,1.0,0.0,0.04944205284118652
166,eval,vanilla_cma,sphere,10,0.1,1065,1000,10,ok,,1000,100,-0.2657335975915941,1.0,0.0,0.044222116470336914
167,eval,vanilla_cma,sphere,10,0.1,1066,1000,10,ok,,1000,100,-0.22016673885816257,1.0,0.0,0.04818105697631836
168,eval,vanilla_cma,sphere,10,0.1,1067,1000,10,ok,,1000,100,-0.20519238248909577,1.0,0.0,0.05217885971069336
169,eval,vanilla_cma,sphere,10,0.1,1068,1000,10,ok,,1000,100,-0.24052180177937565,1.0,0.0,0.09612584114074707
170,eval,vanilla_cma,sphere,10,0.1,1069,1000,10,ok,,1000,100,-0.2842361953170418,1.0,0.0,0.05514097213745117
171,eval,vanilla_cma,sphere,10,0.1,1070,1000,10,ok,,1000,100,-0.21621092590077517,1.0,0.0,0.09654498100280762
172,eval,vanilla_cma,sphere,10,0.1,1071,1000,10,ok,,1000,100,-0.3098710731971291,1.0,0.0,0.08243870735168457
173,eval,vanilla_cma,sphere,10,0.1,1072,1000,10,ok,,1000,100,-0.198304590112782,1.0,0.0,0.06332182884216309
174,eval,vanilla_cma,sphere,10,0.1,1073,1000,10,ok,,1000,100,-0.3042752840300113,1.0,0.0,0.043231964111328125
175,eval,vanilla_cma,sphere,10,0.1,1074,1000,10,ok,,1000,100,-0.1689971389480945,1.0,0.0,0.04742884635925293
176,eval,vanilla_cma,sphere,10,0.1,1075,1000,10,ok,,1000,100,-0.2375397728229242,1.0,0.0,0.05005621910095215
177,eval,vanilla_cma,sphere,10,0.1,1076,1000,10,ok,,1000,100,-0.232506769806675,1.0,0.0,0.0601651668548584
178,eval,vanilla_cma,sphere,10,0.1,1077,1000,10,ok,,1000,100,-0.21803379382893795,1.0,0.0,0.0898439884185791
179,eval,vanilla_cma,sphere,10,0.1,1078,1000,10,ok,,1000,100,-0.17339429856896488,1.0,0.0,0.10042667388916016
180,eval,vanilla_cma,sphere,10,0.1,1079,1000,10,ok,,1000,100,-0.23543572221897247,1.0,0.0,0.04190206527709961
181,eval,vanilla_cma,sphere,10,0.1,1080,1000,10,ok,,1000,100,-0.2282835061229248,1.0,0.0,0.05399608612060547
182,eval,vanilla_cma,sphere,10,0.1,1081,1000,10,ok,,1000,100,-0.19734269527920564,1.0,0.0,0.05992603302001953
183,eval,vanilla_cma,sphere,10,0.1,1082,1000,10,ok,,1000,100,-0.20414696354268264,1.0,0.0,0.04844975471496582
184,eval,vanilla_cma,sphere,10,0.1,1083,1000,10,ok,,1000,100,-0.2178638929577163,1.0,0.0,0.04793691635131836
185,eval,vanilla_cma,sphere,10,0.1,1084,1000,10,ok,,1000,100,-0.24232954377150406,1.0,0.0,0.04723811149597168
186,eval,vanilla_cma,sphere,10,0.1,1085,1000,10,ok,,1000,100,-0.21187893031456528,1.0,0.0,0.054615020751953125
187,eval,vanilla_cma,sphere,10,0.1,1086,1000,10,ok,,1000,100,-0.23703240219268995,1.0,0.0,0.04688405990600586
188,eval,vanilla_cma,sphere,10,0.1,1087,1000,10,ok,,1000,100,-0.19528388275883599,1.0,0.0,0.040537118911743164
189,eval,vanilla_cma,sphere,10,0.1,1088,1000,10,ok,,1000,100,-0.20189488728847396,1.0,0.0,0.04861092567443848
190,eval,vanilla_cma,sphere,10,0.1,1089,1000,10,ok,,1000,100,-0.24997816982307206,1.0,0.0,0.03974199295043945
191,eval,vanilla_cma,sphere,10,0.1,1090,1000,10,ok,,1000,100,-0.22602762637295531,1.0,0.0,0.04332685470581055
192,eval,vanilla_cma,sphere,10,0.1,1091,1000,10,ok,,1000,100,-0.15432645513603202,1.0,0.0,0.04381990432739258
193,eval,vanilla_cma,sphere,10,0.1,1092,1000,10,ok,,1000,100,-0.18996553336749888,1.0,0.0,0.034497976303100586
194,eval,vanilla_cma,sphere,10,0.1,1093,1000,10,ok,,1000,100,-0.18346480290580758,1.0,0.0,0.03763008117675781
195,eval,vanilla_cma,sphere,10,0.1,1094,1000,10,ok,,1000,100,-0.23162429594437955,1.0,0.0,0.040617942810058594
196,eval,vanilla_cma,sphere,10,0.1,1095,1000,10,ok,,1000,100,-0.16622281272595144,1.0,0.0,0.03670787811279297
197,eval,vanilla_cma,sphere,10,0.1,1096,1000,10,ok,,1000,100,-0.29460773145167374,1.0,0.0,0.03313708305358887
198,eval,vanilla_cma,sphere,10,0.1,1097,1000,10,ok,,1000,100,-0.2511308991686765,1.0,0.0,0.03415489196777344
199,eval,vanilla_cma,sphere,10,0.1,1098,1000,10,ok,,1000,100,-0.22286398727749335,1.0,0.0,0.05282878875732422
200,eval,vanilla_cma,sphere,10,0.1,1099,1000,10,ok,,1000,100,-0.2424087796709565,1.0,0.0,0.04438281059265137
201,eval,vanilla_cma,sphere,10,0.2,1000,1000,10,ok,,1000,100,-0.4675275626865012,1.0,0.0,0.04340100288391113
202,eval,vanilla_cma,sphere,10,0.2,1001,1000,10,ok,,1000,100,-0.3897137674531941,1.0,0.0,0.09102892875671387
203,eval,vanilla_cma,sphere,10,0.2,1002,1000,10,ok,,1000,100,-0.3770690340149023,1.0,0.0,0.033782005310058594
204,eval,vanilla_cma,sphere,10,0.2,1003,1000,10,ok,,1000,100,-0.5177643627055543,1.0,0.0,0.06680583953857422
