function,dimension,noise_sigma,method,n_pairs,vanilla_median,method_median,median_delta_vs_vanilla,win_rate_vs_vanilla,loss_rate_vs_vanilla,wilcoxon_p_two_sided,ratio_median_vs_vanilla_non_primary,bh_fdr_q_value,variant_id,variant_group,lr_enabled,lr_ema_alpha,lr_snr_up_threshold,lr_snr_down_threshold,lr_sigma_up_factor,lr_sigma_down_factor,lr_sigma_min_ratio,lr_sigma_max_ratio
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,1130.0003936495834,535.9444487594967,0.1,0.9,5.94436970808519e-14,1.9483842791753385,1.188873941617038e-13,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.0751723022778661,0.07516576403727905,0.0,1.0,3.89655984509591e-18,7103.456174655466,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.03606950676884947,0.1775660064450427,0.0,1.0,3.89655984509591e-18,0.16549528874422925,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.24450928209845996,0.20093445614106772,0.0,1.0,3.89655984509591e-18,0.533117362403658,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,1.104809945048662,1.091487685967428,0.0,1.0,3.89655984509591e-18,91.42971326275152,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,1.0933490410765923,1.1859540168246328,0.0,1.0,3.89655984509591e-18,-11.887824182276207,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,1.0173571789092137,1.2556736187774549,0.0,1.0,3.89655984509591e-18,-4.266769171789906,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,6.13484336872355,4.484782268071934,0.0,1.0,3.89655984509591e-18,3.793537670687275,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,6.202299871093281,4.442941982512584,0.0,1.0,3.89655984509591e-18,4.107737525370309,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,6.0437694233243615,4.206320203504017,0.0,1.0,3.89655984509591e-18,3.5697472361173226,1.558623938038364e-17,geom_k090_r020,geometry,True,0.2,0.25,0.08,1.03,0.9,0.2,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,687.5203042542705,-270.5985953302884,0.63,0.37,0.00012979062660052742,0.6341329150223272,0.00021238466170995395,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,687.478564032564,-270.6349229786036,0.62,0.38,0.0001910376068031721,0.6341229914451214,0.0002990153845614868,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,693.4447450715772,-282.37826732943654,0.61,0.39,0.00021013147514216082,0.6393705719288677,0.0003025893242047116,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,29816.245912532693,-34461.195770661834,0.86,0.14,1.5340861010765875e-14,0.4171483786412891,3.68180664258381e-14,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,29816.22271455692,-34461.3056860348,0.86,0.14,1.5340861010765875e-14,0.41714848508608127,3.68180664258381e-14,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,29816.206979279646,-34461.275715779986,0.86,0.14,1.5340861010765875e-14,0.41714716506133187,3.68180664258381e-14,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,305658.1087274983,-623116.489045829,0.98,0.02,5.112831740936499e-18,0.31359813857329555,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,305658.14748305944,-623116.5843970353,0.98,0.02,5.112831740936499e-18,0.31359817350744507,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,305657.9254330968,-623116.2948183543,0.98,0.02,5.112831740936499e-18,0.3135979834324989,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,17.63001139676529,-13.337009803068817,0.71,0.29,2.399643999707175e-08,0.5360666037879691,4.5466938941820156e-08,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,19.246622886439482,-7.711244514405662,0.62,0.38,0.00011123624528893805,0.6907913900541446,0.00019069070620960808,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,17.164619770294376,-9.426381830127815,0.64,0.36,1.1632821704386496e-06,0.575769914774659,2.093907906789569e-06,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,66.53226947173742,-79.29179669410021,0.99,0.01,4.531861061109545e-18,0.45159885709619363,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,65.49929883148246,-80.67027917905997,1.0,0.0,3.89655984509591e-18,0.4441343401153658,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,64.47282511221877,-75.34507407321061,1.0,0.0,3.89655984509591e-18,0.4423669183155415,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,243.0960288971282,-154.3514209252537,1.0,0.0,3.89655984509591e-18,0.6129180000325517,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,240.8861053199777,-156.37034088462207,1.0,0.0,3.89655984509591e-18,0.6083183944684093,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,243.19882271524065,-154.9852628193509,0.99,0.01,4.139373908714419e-18,0.6110476118839143,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,8.49796004304664,0.08428668605364997,0.49,0.51,0.37688545729469336,1.0671023782038531,0.3876536132173989,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,8.840262322496468,0.4984106835856217,0.47,0.53,0.27573562109341054,1.0640978339307108,0.30080249573826606,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,8.550002680528124,0.2259268869010187,0.46,0.54,0.5382508806114013,1.0610929729461878,0.5382508806114013,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,20,0.0,lr_adapt_proxy,100,32.17534839079061,36.987560126173484,6.168663896396719,0.4,0.6,0.08434038384173659,1.1495620708417955,0.10085111696001985,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,20,0.1,lr_adapt_proxy,100,34.3542372111561,40.677575095928816,4.842069219804683,0.39,0.61,0.13207069537634405,1.1840628230487766,0.14857953229838708,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,20,0.2,lr_adapt_proxy,100,32.3738134768236,34.874866140440425,3.7452983731182847,0.41,0.59,0.08684401738223932,1.0772554232885578,0.10085111696001985,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,40,0.0,lr_adapt_proxy,100,588.945718635892,487.7560408913418,-102.71162104022474,0.64,0.36,0.0003183076176728345,0.8281850524715174,0.0004300569604891641,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,40,0.1,lr_adapt_proxy,100,608.2524167439151,479.2528033063493,-103.49762574510626,0.62,0.38,0.00021013147514216082,0.7879176310911775,0.0003025893242047116,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,493.2999058240858,-120.58995027523358,0.65,0.35,0.0003225427203668731,0.8505641120372702,0.0004300569604891641,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.004866602038596825,0.004857850924362077,0.0,1.0,3.89655984509591e-18,459.872762349069,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.21513197501692094,0.009476650305313361,0.38,0.62,0.03911311214562062,0.9870755525354056,0.04855420818077042,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.44471906476613243,0.007073928706926441,0.46,0.54,0.36950402743405597,0.9696460305473017,0.3876536132173989,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,0.08035144967025268,0.06627132220738474,0.0,1.0,3.89655984509591e-18,6.649569038115448,1.673290387942854e-17,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,-0.02951658999371641,0.06239379107235195,0.21,0.79,2.9365062132214724e-11,0.32092956514611615,5.873012426442945e-11,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,-0.1748855767729411,0.027091055238211037,0.42,0.58,0.0119568431430603,0.7334654957323208,0.015373084041077527,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,2.812598218608963,1.261760472299633,0.14,0.86,1.662711556005802e-14,1.7391963663158725,3.741101001013054e-14,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,2.902643280329879,1.3553527357695774,0.08,0.92,2.47205818888879e-15,1.9223992669147247,7.41617456666637e-15,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,2.8806738510869243,1.264046632721696,0.17,0.83,4.0206139549571536e-13,1.7014675441434526,8.514241316379855e-13,geom_k093_r005,geometry,True,0.2,0.25,0.08,1.03,0.93,0.05,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,809.3320937080878,-219.63372181119018,0.58,0.42,0.04464523542591043,0.7464857643163126,0.04592081358093644,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,809.3936863683274,-239.08182830010418,0.58,0.42,0.052475138087962746,0.7465762170765904,0.052475138087962746,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,809.3228576308913,-217.08870584057013,0.58,0.42,0.03782480488800565,0.7462126175679026,0.040049793410829516,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,34316.02645778809,-30809.323341501233,0.86,0.14,6.102515231524841e-14,0.48010319073270374,1.292297343146437e-13,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,34316.03870131278,-30809.301465371303,0.86,0.14,6.102515231524841e-14,0.48010385807250916,1.292297343146437e-13,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,34315.81993736191,-30809.273079093928,0.86,0.14,6.102515231524841e-14,0.4800995315592451,1.292297343146437e-13,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,314541.6081861314,-622778.3902891171,0.98,0.02,5.269204481546394e-18,0.32271240321964223,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,314541.6046358745,-622778.3356782948,0.98,0.02,5.269204481546394e-18,0.32271239460867995,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,314541.4966427712,-622778.1779374823,0.98,0.02,5.269204481546394e-18,0.322712322650386,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,21.323482052101546,-7.951392780408817,0.63,0.37,3.1297869128455134e-05,0.6483720485116128,4.173049217127351e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,23.006505382324473,-3.2256251752902045,0.57,0.43,0.013559831910005945,0.8257394519088092,0.014792543901824669,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,21.456455312502666,-5.232534986626947,0.58,0.42,0.0011159620965899696,0.7197352234988696,0.0013853322578358243,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,105.21987976716218,-41.024444793813785,0.92,0.08,1.3800602760081443e-15,0.7141974537158154,4.140180828024433e-15,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,107.23700030129402,-40.98849415628672,0.95,0.05,1.3329700507875109e-17,0.7271472399621187,5.998365228543799e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,106.602577628321,-38.08633463589918,0.95,0.05,1.0706319350413216e-16,0.7314314778025208,4.2825277401652864e-16,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,352.64133447529935,-47.83583756435843,0.89,0.11,1.4420366559544157e-13,0.8891145710441671,2.8840733119088315e-13,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,349.13096612741543,-46.228184905038034,0.78,0.22,9.670622722622987e-12,0.881673056616189,1.7407120900721376e-11,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,344.05159329778417,-47.77642650741555,0.85,0.15,1.7205222109437397e-12,0.8644445811961247,3.259936820735507e-12,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,10.499954597849896,2.3621329071841597,0.25,0.75,1.322446732811626e-05,1.3184960232386693,2.0699166252703715e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,10.491771017894475,2.08664688378308,0.24,0.76,3.512862758501502e-06,1.2628890871063834,5.748320877547912e-06,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,10.414689431794773,2.253230965713178,0.23,0.77,2.8157274171123106e-05,1.2925088078231755,3.8986995006170456e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,20,0.0,lr_adapt_proxy,100,32.17534839079061,64.045858952985,28.837565408343792,0.24,0.76,2.275203620036337e-05,1.990525733400187,3.412805430054506e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,20,0.1,lr_adapt_proxy,100,34.3542372111561,62.13855026106701,26.320005935718477,0.26,0.74,2.381978528215459e-05,1.8087594225753414,3.430049080630261e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,20,0.2,lr_adapt_proxy,100,32.3738134768236,61.389201886550076,26.081091059074716,0.24,0.76,3.425207458377634e-05,1.8962610608261699,4.403838160771244e-05,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,40,0.0,lr_adapt_proxy,100,588.945718635892,500.37414175018466,-50.670736220750285,0.59,0.41,0.007245785591138978,0.8496099486199583,0.008151508790031351,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,40,0.1,lr_adapt_proxy,100,608.2524167439151,498.27109716925355,-50.856733394055766,0.59,0.41,0.006399218797703944,0.8191847388565895,0.007679062557244732,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,504.7729408298077,-55.18335611150681,0.58,0.42,0.00709805864091565,0.8703463007561433,0.008151508790031351,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.019208350811478918,0.019197027276919923,0.0,1.0,3.89655984509591e-18,1815.105750950555,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,10,0.1,lr_adapt_proxy,100,-0.21794884339332712,-0.16282942742533107,0.06132310537359885,0.11,0.89,3.2793460288037097e-16,0.747099295826391,1.1805645703693354e-15,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.3766631349961605,0.06607681612765001,0.23,0.77,2.737619693021244e-11,0.8212598528794701,4.693062330893561e-11,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821896,0.2897993830431767,0.2756429121792111,0.0,1.0,3.89655984509591e-18,23.982653861966185,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066785,0.22885691753655205,0.3121814485423618,0.0,1.0,3.89655984509591e-18,-2.488327785876412,3.1615226889278363e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,20,0.2,lr_adapt_proxy,100,-0.23843736043551503,0.08075202055552691,0.2890043253086709,0.02,0.98,7.117077537219983e-18,-0.33867184407691076,3.660211304855991e-17,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,2.8478799779563984,1.2809037738382232,0.13,0.87,7.199382493919611e-15,1.7610131715916146,1.9936751521623538e-14,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,2.9734026379838423,1.4004222103794728,0.06,0.94,9.071993454725491e-16,1.9692626683540762,2.9690160397283425e-15,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
sphere,40,0.2,lr_adapt_proxy,100,1.6930524834295937,2.8808296082157687,1.2650130616499093,0.15,0.85,4.3338616695425933e-14,1.7015595419582688,1.1144215721680955e-13,geom_k093_r010,geometry,True,0.2,0.25,0.08,1.03,0.93,0.1,10.0
ellipsoid_cond1e6,10,0.0,lr_adapt_proxy,100,1084.1895885976264,1305.9233943528193,285.8222857187259,0.37,0.63,0.14488196639013398,1.2045157120923844,0.16825002548531687,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,10,0.1,lr_adapt_proxy,100,1084.1407318568422,1305.9083903669875,285.83265311854205,0.37,0.63,0.1402014247124573,1.2045561540062395,0.16824170965494875,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,10,0.2,lr_adapt_proxy,100,1084.574072559482,1314.6502468143176,268.6225011372998,0.37,0.63,0.1209773097482898,1.2121350492104979,0.1555422553906583,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,20,0.0,lr_adapt_proxy,100,71476.35575055666,48281.57798902238,-19265.034722386463,0.7,0.3,8.793797314470533e-08,0.6754902020679245,1.3190695971705802e-07,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,20,0.1,lr_adapt_proxy,100,71476.28190092588,48281.545059284515,-19265.056202369182,0.7,0.3,8.793797314470533e-08,0.6754904392789783,1.3190695971705802e-07,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,20,0.2,lr_adapt_proxy,100,71476.47036003675,48281.398098002464,-19264.863504747584,0.7,0.3,8.793797314470533e-08,0.675486602161557,1.3190695971705802e-07,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,40,0.0,lr_adapt_proxy,100,974680.8769914254,414375.1090309259,-487406.1968369023,0.94,0.06,2.273152530832865e-17,0.42513926230910476,6.819457592498595e-17,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,40,0.1,lr_adapt_proxy,100,974680.8919976151,414375.1659797224,-487406.2100443245,0.94,0.06,2.273152530832865e-17,0.42513931419180456,6.819457592498595e-17,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896397,414375.01050869783,-487406.21767747635,0.94,0.06,2.273152530832865e-17,0.4251392058498786,6.819457592498595e-17,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,40.77385189654498,9.381846429172903,0.41,0.59,9.79338216815041e-06,1.2397893465653047,1.356006761743903e-05,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,41.378851591646466,13.753975531914906,0.27,0.73,1.1928664494909581e-08,1.4851516849731097,2.2601680095618155e-08,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,40.14212679900018,11.718810709969173,0.31,0.69,8.952583545752952e-07,1.346527288995549,1.2891720305884252e-06,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,146.65854377367774,0.35209363669090976,0.49,0.51,0.9533889759974613,0.9954692854678507,0.9533889759974613,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,147.59158938844274,3.70370717367355,0.44,0.56,0.500367472717453,1.0007816011628352,0.5146636862236659,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,148.2534604110139,3.6175763724636028,0.44,0.56,0.12771420216827656,1.017210371927789,0.15854176820889504,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,395.8999346374882,6.387508515200864,0.46,0.54,0.313728575022711,0.9981824764966113,0.3321831970828705,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,393.9527973257524,1.956131862965151,0.44,0.56,0.15761118027730447,0.9948632481197133,0.17527155185410975,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,401.56577034168015,2.374856907817332,0.47,0.53,0.1606655891996006,1.0089514506775241,0.17527155185410975,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,15.446013285780102,7.330337881375994,0.14,0.86,7.995725055210996e-08,1.9395804907921235,1.3190695971705802e-07,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,16.200481974208415,7.420863121897213,0.11,0.89,6.732405930551085e-08,1.9500436919750228,1.2118330674991951e-07,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,15.989095259107,7.315515238573321,0.16,0.84,2.570606000949492e-05,1.9843171116009146,3.427474667932656e-05,geom_k093_r020,geometry,True,0.2,0.25,0.08,1.03,0.93,0.2,10.0
