variant_id,variant_group,function,dimension,noise_sigma,baseline_delta,variant_delta,delta_change_vs_baseline,is_p1_target,is_p2_check,p1_improved,p2_less_negative
geom_k095_r005,geometry,rastrigin,20,0.1,-35.1046767249787,-83.74330352545647,-48.638626800477766,False,False,True,False
geom_k095_r005,geometry,rastrigin,20,0.2,-31.2629414450224,-76.96591048159576,-45.70296903657336,False,False,True,False
geom_k095_r005,geometry,rastrigin,40,0.0,-48.63559840001883,-152.3373913341398,-103.70179293412096,False,False,True,False
geom_k095_r005,geometry,rastrigin,40,0.1,-33.246049739603365,-143.6825494183561,-110.43649967875274,False,False,True,False
geom_k095_r005,geometry,rastrigin,40,0.2,-36.96853760624393,-137.81185227336172,-100.8433146671178,False,False,True,False
geom_k095_r005,geometry,rosenbrock,10,0.0,2.1667428996053584,0.5274486985870519,-1.6392942010183065,True,False,True,False
geom_k095_r005,geometry,rosenbrock,10,0.1,2.0156707156372624,0.4836689625220791,-1.5320017531151833,True,False,True,False
geom_k095_r005,geometry,rosenbrock,10,0.2,1.9687512311536377,0.6157764976841413,-1.3529747334694964,True,False,True,False
geom_k095_r005,geometry,rosenbrock,20,0.0,28.988317206678627,6.229051906453019,-22.759265300225607,True,False,True,False
geom_k095_r005,geometry,rosenbrock,20,0.1,27.940058249224585,5.338782018257442,-22.601276230967144,True,False,True,False
geom_k095_r005,geometry,rosenbrock,20,0.2,28.174663946019255,6.743877853975279,-21.430786092043974,True,False,True,False
geom_k095_r005,geometry,rosenbrock,40,0.0,-62.47905884580223,-84.65229229962395,-22.173233453821723,False,False,True,False
geom_k095_r005,geometry,rosenbrock,40,0.1,-67.62009211594906,-86.23484247952398,-18.614750363574913,False,False,True,False
geom_k095_r005,geometry,rosenbrock,40,0.2,-64.83059169289834,-87.49474601861641,-22.664154325718073,False,False,True,False
geom_k095_r005,geometry,sphere,10,0.0,0.0182942847429511,0.005060993520993,-0.0132332912219581,True,False,True,False
geom_k095_r005,geometry,sphere,10,0.1,0.0570608013696232,0.0083710724828609,-0.048689728886762304,True,False,True,False
geom_k095_r005,geometry,sphere,10,0.2,0.0700481636406968,0.004070764619149,-0.0659773990215478,True,False,True,False
geom_k095_r005,geometry,sphere,20,0.0,0.2788117941284454,0.0709110657636303,-0.20790072836481513,True,False,True,False
geom_k095_r005,geometry,sphere,20,0.1,0.3169620104504939,0.0546960510676801,-0.2622659593828138,True,False,True,False
geom_k095_r005,geometry,sphere,20,0.2,0.314051758734625,0.0551276684553994,-0.2589240902792256,True,False,True,False
geom_k095_r005,geometry,sphere,40,0.0,1.1681417571731654,1.425414148495035,0.2572723913218695,False,False,False,True
geom_k095_r005,geometry,sphere,40,0.1,1.1289715889764125,1.3756195500082098,0.2466479610317973,False,False,False,True
geom_k095_r005,geometry,sphere,40,0.2,1.0112006513862672,1.5554800560400373,0.54427940465377,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,10,0.0,-183.1346473157025,145.19813669182605,328.3327840075285,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,10,0.1,-296.62265260187456,145.12727410744384,441.7499267093184,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,10,0.2,-165.06003099436293,136.77824229705368,301.8382732914166,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-29617.0033867006,8057.6413938521,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-29616.97232837248,8057.77623262586,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-29616.978896679197,8057.673182896295,False,False,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-578609.097018816,41708.25003853324,False,True,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-578609.1985623038,41708.25674059987,False,True,False,True
geom_k095_r010,geometry,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-578608.6509010394,41708.39593572449,False,True,False,True
geom_k095_r010,geometry,rastrigin,10,0.0,-6.481236128559136,-9.514056263480136,-3.0328201349209998,False,False,True,False
geom_k095_r010,geometry,rastrigin,10,0.1,-3.3382561243420232,-6.934715088836319,-3.596458964494296,False,False,True,False
geom_k095_r010,geometry,rastrigin,10,0.2,-5.069016704637309,-6.879252287501769,-1.8102355828644603,False,False,True,False
geom_k095_r010,geometry,rastrigin,20,0.0,-38.84128583220361,-42.23459028614014,-3.39330445393653,False,False,True,False
geom_k095_r010,geometry,rastrigin,20,0.1,-35.1046767249787,-43.838436818380046,-8.733760093401344,False,False,True,False
geom_k095_r010,geometry,rastrigin,20,0.2,-31.2629414450224,-37.91242135086222,-6.649479905839819,False,False,True,False
geom_k095_r010,geometry,rastrigin,40,0.0,-48.63559840001883,-56.63592830079352,-8.000329900774695,False,False,True,False
geom_k095_r010,geometry,rastrigin,40,0.1,-33.246049739603365,-44.854124622722935,-11.60807488311957,False,False,True,False
geom_k095_r010,geometry,rastrigin,40,0.2,-36.96853760624393,-48.68971800853305,-11.721180402289122,False,False,True,False
geom_k095_r010,geometry,rosenbrock,10,0.0,2.1667428996053584,2.3143753349846055,0.14763243537924708,True,False,False,True
geom_k095_r010,geometry,rosenbrock,10,0.1,2.0156707156372624,2.017095979843111,0.001425264205848542,True,False,False,True
geom_k095_r010,geometry,rosenbrock,10,0.2,1.9687512311536377,2.386014455411044,0.41726322425740614,True,False,False,True
geom_k095_r010,geometry,rosenbrock,20,0.0,28.988317206678627,29.60700889992506,0.6186916932464328,True,False,False,True
geom_k095_r010,geometry,rosenbrock,20,0.1,27.940058249224585,27.932941508620857,-0.007116740603727578,True,False,True,False
geom_k095_r010,geometry,rosenbrock,20,0.2,28.174663946019255,28.52277683947642,0.34811289345716645,True,False,False,True
geom_k095_r010,geometry,rosenbrock,40,0.0,-62.47905884580223,-23.86136670223459,38.61769214356764,False,False,False,True
geom_k095_r010,geometry,rosenbrock,40,0.1,-67.62009211594906,-52.739338788405405,14.880753327543658,False,False,False,True
geom_k095_r010,geometry,rosenbrock,40,0.2,-64.83059169289834,-50.54018299347408,14.290408699424255,False,False,False,True
geom_k095_r010,geometry,sphere,10,0.0,0.0182942847429511,0.0185826877596409,0.0002884030166897984,True,False,False,True
geom_k095_r010,geometry,sphere,10,0.1,0.0570608013696232,0.060715016094488,0.003654214724864796,True,False,False,True
geom_k095_r010,geometry,sphere,10,0.2,0.0700481636406968,0.0657253194049277,-0.004322844235769091,True,False,True,False
geom_k095_r010,geometry,sphere,20,0.0,0.2788117941284454,0.2768196132174116,-0.001992180911033814,True,False,True,False
geom_k095_r010,geometry,sphere,20,0.1,0.3169620104504939,0.3159711011140543,-0.0009909093364395827,True,False,True,False
geom_k095_r010,geometry,sphere,20,0.2,0.314051758734625,0.2899809888604865,-0.024070769874138476,True,False,True,False
geom_k095_r010,geometry,sphere,40,0.0,1.1681417571731654,1.435062182675467,0.26692042550230166,False,False,False,True
geom_k095_r010,geometry,sphere,40,0.1,1.1289715889764125,1.392185751370023,0.2632141623936106,False,False,False,True
geom_k095_r010,geometry,sphere,40,0.2,1.0112006513862672,1.5563380357549124,0.5451373843686451,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,10,0.0,-183.1346473157025,315.9761428855641,499.1107902012666,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,10,0.1,-296.62265260187456,313.71351800946655,610.3361706113411,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,10,0.2,-165.06003099436293,316.20858020557625,481.2686111999392,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-10511.06319105022,27163.58158950248,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-10511.095364121871,27163.65319687647,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-10510.85472709905,27163.797352476442,False,False,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-509192.7485552913,111124.59850205795,False,True,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-509192.73833066697,111124.7169722367,False,True,False,True
geom_k095_r020,geometry,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-509192.841124606,111124.20571215783,False,True,False,True
geom_k095_r020,geometry,rastrigin,10,0.0,-6.481236128559136,11.343867087531866,17.825103216091,False,False,False,True
geom_k095_r020,geometry,rastrigin,10,0.1,-3.3382561243420232,12.554409526804587,15.892665651146611,False,False,False,True
geom_k095_r020,geometry,rastrigin,10,0.2,-5.069016704637309,9.936378272236317,15.005394976873625,False,False,False,True
geom_k095_r020,geometry,rastrigin,20,0.0,-38.84128583220361,1.6893734344488678,40.53065926665248,False,False,False,True
geom_k095_r020,geometry,rastrigin,20,0.1,-35.1046767249787,3.324392787811462,38.429069512790164,False,False,False,True
geom_k095_r020,geometry,rastrigin,20,0.2,-31.2629414450224,2.3794829606813295,33.64242440570373,False,False,False,True
geom_k095_r020,geometry,rastrigin,40,0.0,-48.63559840001883,-1.8953419847623536,46.740256415256475,False,False,False,True
geom_k095_r020,geometry,rastrigin,40,0.1,-33.246049739603365,9.606976748437546,42.85302648804091,False,False,False,True
geom_k095_r020,geometry,rastrigin,40,0.2,-36.96853760624393,-0.2965204614358185,36.67201714480811,False,False,False,True
geom_k095_r020,geometry,rosenbrock,10,0.0,2.1667428996053584,7.984014308872502,5.817271409267144,True,False,False,True
geom_k095_r020,geometry,rosenbrock,10,0.1,2.0156707156372624,7.503586093275692,5.48791537763843,True,False,False,True
geom_k095_r020,geometry,rosenbrock,10,0.2,1.9687512311536377,7.52933995953911,5.560588728385472,True,False,False,True
geom_k095_r020,geometry,rosenbrock,20,0.0,28.988317206678627,129.17727898819686,100.18896178151823,True,False,False,True
geom_k095_r020,geometry,rosenbrock,20,0.1,27.940058249224585,126.8662654131192,98.92620716389462,True,False,False,True
geom_k095_r020,geometry,rosenbrock,20,0.2,28.174663946019255,127.77360941667104,99.59894547065178,True,False,False,True
geom_k095_r020,geometry,rosenbrock,40,0.0,-62.47905884580223,495.41712654479306,557.8961853905953,False,False,False,True
geom_k095_r020,geometry,rosenbrock,40,0.1,-67.62009211594906,508.83202410671834,576.4521162226674,False,False,False,True
geom_k095_r020,geometry,rosenbrock,40,0.2,-64.83059169289834,512.8175021443442,577.6480938372425,False,False,False,True
geom_k095_r020,geometry,sphere,10,0.0,0.0182942847429511,0.0767508230408535,0.0584565382979024,True,False,False,True
geom_k095_r020,geometry,sphere,10,0.1,0.0570608013696232,0.1783499421488733,0.12128914077925011,True,False,False,True
geom_k095_r020,geometry,sphere,10,0.2,0.0700481636406968,0.233972838837118,0.1639246751964212,True,False,False,True
geom_k095_r020,geometry,sphere,20,0.0,0.2788117941284454,1.1160654348659151,0.8372536407374698,True,False,False,True
geom_k095_r020,geometry,sphere,20,0.1,0.3169620104504939,1.1488001511185364,0.8318381406680425,True,False,False,True
geom_k095_r020,geometry,sphere,20,0.2,0.314051758734625,1.2540023516020562,0.9399505928674312,True,False,False,True
geom_k095_r020,geometry,sphere,40,0.0,1.1681417571731654,4.386964244433273,3.2188224872601072,False,False,False,True
geom_k095_r020,geometry,sphere,40,0.1,1.1289715889764125,4.477591632457184,3.3486200434807714,False,False,False,True
geom_k095_r020,geometry,sphere,40,0.2,1.0112006513862672,4.323025333670499,3.3118246822842314,False,False,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,10,0.0,-183.1346473157025,-216.34467480164653,-33.21002748594404,False,False,True,False
geom_k097_r005,geometry,ellipsoid_cond1e6,10,0.1,-296.62265260187456,-216.2171620381729,80.40549056370168,False,False,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,10,0.2,-165.06003099436293,-216.58425322818556,-51.52422223382263,False,False,True,False
geom_k097_r005,geometry,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-37561.66214431291,112.9826362397871,False,False,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-37561.69378483696,113.05477616137796,False,False,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-37561.60040446695,113.05167510853789,False,False,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-565984.391728386,54332.95532896323,False,True,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-565984.2840837893,54333.17121911433,False,True,False,True
geom_k097_r005,geometry,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-565984.0374178926,54333.009418871254,False,True,False,True
geom_k097_r005,geometry,rastrigin,10,0.0,-6.481236128559136,-13.15262884913156,-6.671392720572424,False,False,True,False
geom_k097_r005,geometry,rastrigin,10,0.1,-3.3382561243420232,-7.789909209335716,-4.451653084993692,False,False,True,False
geom_k097_r005,geometry,rastrigin,10,0.2,-5.069016704637309,-8.435855549712926,-3.366838845075617,False,False,True,False
geom_k097_r005,geometry,rastrigin,20,0.0,-38.84128583220361,-82.06785627448019,-43.22657044227658,False,False,True,False
geom_k097_r005,geometry,rastrigin,20,0.1,-35.1046767249787,-79.2652565214996,-44.16057979652089,False,False,True,False
geom_k097_r005,geometry,rastrigin,20,0.2,-31.2629414450224,-80.14917116218966,-48.88622971716726,False,False,True,False
geom_k097_r005,geometry,rastrigin,40,0.0,-48.63559840001883,-100.44585639521688,-51.81025799519805,False,False,True,False
geom_k097_r005,geometry,rastrigin,40,0.1,-33.246049739603365,-95.29952845322104,-62.05347871361768,False,False,True,False
geom_k097_r005,geometry,rastrigin,40,0.2,-36.96853760624393,-98.71206757348024,-61.74352996723631,False,False,True,False
geom_k097_r005,geometry,rosenbrock,10,0.0,2.1667428996053584,-0.0687737398572547,-2.235516639462613,True,False,True,False
geom_k097_r005,geometry,rosenbrock,10,0.1,2.0156707156372624,0.0290471456174916,-1.9866235700197707,True,False,True,False
geom_k097_r005,geometry,rosenbrock,10,0.2,1.9687512311536377,0.6877797553994731,-1.2809714757541646,True,False,True,False
geom_k097_r005,geometry,rosenbrock,20,0.0,28.988317206678627,4.646191438392865,-24.34212576828576,True,False,True,False
geom_k097_r005,geometry,rosenbrock,20,0.1,27.940058249224585,6.276640176117427,-21.66341807310716,True,False,True,False
geom_k097_r005,geometry,rosenbrock,20,0.2,28.174663946019255,6.151457061928621,-22.023206884090634,True,False,True,False
geom_k097_r005,geometry,rosenbrock,40,0.0,-62.47905884580223,27.098309724684043,89.57736857048627,False,False,False,True
geom_k097_r005,geometry,rosenbrock,40,0.1,-67.62009211594906,16.295649487811318,83.91574160376038,False,False,False,True
geom_k097_r005,geometry,rosenbrock,40,0.2,-64.83059169289834,11.858463525266188,76.68905521816453,False,False,False,True
geom_k097_r005,geometry,sphere,10,0.0,0.0182942847429511,0.0048419878846154,-0.0134522968583357,True,False,True,False
geom_k097_r005,geometry,sphere,10,0.1,0.0570608013696232,0.0163963860554861,-0.0406644153141371,True,False,True,False
geom_k097_r005,geometry,sphere,10,0.2,0.0700481636406968,0.023357006400528,-0.0466911572401688,True,False,True,False
geom_k097_r005,geometry,sphere,20,0.0,0.2788117941284454,0.0677924586709353,-0.21101933545751012,True,False,True,False
geom_k097_r005,geometry,sphere,20,0.1,0.3169620104504939,0.0622650690058536,-0.2546969414446403,True,False,True,False
geom_k097_r005,geometry,sphere,20,0.2,0.314051758734625,0.0457681748493469,-0.26828358388527807,True,False,True,False
geom_k097_r005,geometry,sphere,40,0.0,1.1681417571731654,1.5374924304565272,0.3693506732833618,False,False,False,True
geom_k097_r005,geometry,sphere,40,0.1,1.1289715889764125,1.910044142691136,0.7810725537147236,False,False,False,True
geom_k097_r005,geometry,sphere,40,0.2,1.0112006513862672,1.60165134899046,0.5904506976041928,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,10,0.0,-183.1346473157025,-145.192095652487,37.94255166321548,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,10,0.1,-296.62265260187456,-145.1690215562973,151.45363104557725,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,10,0.2,-165.06003099436293,-101.4414674227226,63.61856357164034,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-35899.86894015719,1774.7758403955086,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-35899.80477998979,1774.943781008551,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-35899.80270340375,1774.84937617174,False,False,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-564464.6450557744,55852.702001574915,False,True,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-564464.5518764241,55852.90342647955,False,True,False,True
geom_k097_r010,geometry,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-564464.26335967,55852.78347709391,False,True,False,True
geom_k097_r010,geometry,rastrigin,10,0.0,-6.481236128559136,-7.969846979315921,-1.4886108507567855,False,False,True,False
geom_k097_r010,geometry,rastrigin,10,0.1,-3.3382561243420232,-4.1692535849898515,-0.8309974606478283,False,False,True,False
geom_k097_r010,geometry,rastrigin,10,0.2,-5.069016704637309,-4.606849360948758,0.4621673436885505,False,False,False,True
geom_k097_r010,geometry,rastrigin,20,0.0,-38.84128583220361,-40.99254547359733,-2.1512596413937217,False,False,True,False
geom_k097_r010,geometry,rastrigin,20,0.1,-35.1046767249787,-41.104236139225655,-5.999559414246953,False,False,True,False
geom_k097_r010,geometry,rastrigin,20,0.2,-31.2629414450224,-39.41101916907224,-8.148077724049841,False,False,True,False
geom_k097_r010,geometry,rastrigin,40,0.0,-48.63559840001883,-57.768406605740154,-9.132808205721325,False,False,True,False
geom_k097_r010,geometry,rastrigin,40,0.1,-33.246049739603365,-46.90541007759043,-13.659360337987067,False,False,True,False
geom_k097_r010,geometry,rastrigin,40,0.2,-36.96853760624393,-58.61462181354034,-21.64608420729641,False,False,True,False
geom_k097_r010,geometry,rosenbrock,10,0.0,2.1667428996053584,1.926561607343353,-0.24018129226200546,True,False,True,False
geom_k097_r010,geometry,rosenbrock,10,0.1,2.0156707156372624,1.928104228245259,-0.08756648739200346,True,False,True,False
geom_k097_r010,geometry,rosenbrock,10,0.2,1.9687512311536377,2.34871706601607,0.3799658348624324,True,False,False,True
geom_k097_r010,geometry,rosenbrock,20,0.0,28.988317206678627,28.41508720874432,-0.5732299979343054,True,False,True,False
geom_k097_r010,geometry,rosenbrock,20,0.1,27.940058249224585,28.38936407450801,0.44930582528342455,True,False,False,True
geom_k097_r010,geometry,rosenbrock,20,0.2,28.174663946019255,26.471611501013356,-1.7030524450058984,True,False,True,False
geom_k097_r010,geometry,rosenbrock,40,0.0,-62.47905884580223,27.102071928739463,89.58113077454169,False,False,False,True
geom_k097_r010,geometry,rosenbrock,40,0.1,-67.62009211594906,16.295649487811318,83.91574160376038,False,False,False,True
geom_k097_r010,geometry,rosenbrock,40,0.2,-64.83059169289834,16.235316763887397,81.06590845678573,False,False,False,True
geom_k097_r010,geometry,sphere,10,0.0,0.0182942847429511,0.0188038356490612,0.0005095509061100977,True,False,False,True
geom_k097_r010,geometry,sphere,10,0.1,0.0570608013696232,0.0567837987625996,-0.0002770026070236034,True,False,True,False
geom_k097_r010,geometry,sphere,10,0.2,0.0700481636406968,0.0545706395579072,-0.015477524082789601,True,False,True,False
geom_k097_r010,geometry,sphere,20,0.0,0.2788117941284454,0.2866619293297764,0.007850135201330988,True,False,False,True
geom_k097_r010,geometry,sphere,20,0.1,0.3169620104504939,0.3023909991689164,-0.014571011281577506,True,False,True,False
geom_k097_r010,geometry,sphere,20,0.2,0.314051758734625,0.3268110230000827,0.012759264265457704,True,False,False,True
geom_k097_r010,geometry,sphere,40,0.0,1.1681417571731654,1.5374924304565272,0.3693506732833618,False,False,False,True
geom_k097_r010,geometry,sphere,40,0.1,1.1289715889764125,1.910044142691136,0.7810725537147236,False,False,False,True
geom_k097_r010,geometry,sphere,40,0.2,1.0112006513862672,1.61267148519079,0.6014708338045227,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,10,0.0,-183.1346473157025,145.2730832977192,328.4077306134217,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,10,0.1,-296.62265260187456,84.02772947655865,380.6503820784332,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,10,0.2,-165.06003099436293,145.32360291317502,310.38363390753796,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-15694.535136603114,21980.109643949585,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-15694.550749410571,21980.197811587772,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-15694.459499602215,21980.192579973278,False,False,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-462488.9974902941,157828.34956705518,False,True,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-462488.92195938854,157828.53334351513,False,True,False,True
geom_k097_r020,geometry,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-462488.66741429217,157828.37942247168,False,True,False,True
geom_k097_r020,geometry,rastrigin,10,0.0,-6.481236128559136,10.8325245645131,17.313760693072236,False,False,False,True
geom_k097_r020,geometry,rastrigin,10,0.1,-3.3382561243420232,16.260673363466346,19.59892948780837,False,False,False,True
geom_k097_r020,geometry,rastrigin,10,0.2,-5.069016704637309,12.753530332645177,17.822547037282487,False,False,False,True
geom_k097_r020,geometry,rastrigin,20,0.0,-38.84128583220361,-3.699647460988984,35.141638371214626,False,False,False,True
geom_k097_r020,geometry,rastrigin,20,0.1,-35.1046767249787,1.6671359162471333,36.771812641225836,False,False,False,True
geom_k097_r020,geometry,rastrigin,20,0.2,-31.2629414450224,0.3965734523749091,31.659514897397308,False,False,False,True
geom_k097_r020,geometry,rastrigin,40,0.0,-48.63559840001883,-5.505572362682102,43.13002603733673,False,False,False,True
geom_k097_r020,geometry,rastrigin,40,0.1,-33.246049739603365,-5.510806295701656,27.73524344390171,False,False,False,True
geom_k097_r020,geometry,rastrigin,40,0.2,-36.96853760624393,-7.392387213296701,29.576150392947227,False,False,False,True
geom_k097_r020,geometry,rosenbrock,10,0.0,2.1667428996053584,7.881058147356123,5.714315247750765,True,False,False,True
geom_k097_r020,geometry,rosenbrock,10,0.1,2.0156707156372624,7.181727029460477,5.166056313823215,True,False,False,True
geom_k097_r020,geometry,rosenbrock,10,0.2,1.9687512311536377,7.735740908696708,5.76698967754307,True,False,False,True
geom_k097_r020,geometry,rosenbrock,20,0.0,28.988317206678627,124.7436013618276,95.75528415514897,True,False,False,True
geom_k097_r020,geometry,rosenbrock,20,0.1,27.940058249224585,125.1624301315343,97.22237188230972,True,False,False,True
geom_k097_r020,geometry,rosenbrock,20,0.2,28.174663946019255,126.01367746508522,97.83901351906597,True,False,False,True
geom_k097_r020,geometry,rosenbrock,40,0.0,-62.47905884580223,498.8643788866695,561.3434377324718,False,False,False,True
geom_k097_r020,geometry,rosenbrock,40,0.1,-67.62009211594906,515.2506061530537,582.8706982690028,False,False,False,True
geom_k097_r020,geometry,rosenbrock,40,0.2,-64.83059169289834,498.8301302598213,563.6607219527197,False,False,False,True
geom_k097_r020,geometry,sphere,10,0.0,0.0182942847429511,0.0770120400540621,0.05871775531111101,True,False,False,True
geom_k097_r020,geometry,sphere,10,0.1,0.0570608013696232,0.1834589173161553,0.1263981159465321,True,False,False,True
geom_k097_r020,geometry,sphere,10,0.2,0.0700481636406968,0.2173589998387778,0.147310836198081,True,False,False,True
geom_k097_r020,geometry,sphere,20,0.0,0.2788117941284454,1.0957950444040725,0.8169832502756271,True,False,False,True
geom_k097_r020,geometry,sphere,20,0.1,0.3169620104504939,1.1737760772490424,0.8568140667985485,True,False,False,True
geom_k097_r020,geometry,sphere,20,0.2,0.314051758734625,1.221971817744076,0.9079200590094509,True,False,False,True
geom_k097_r020,geometry,sphere,40,0.0,1.1681417571731654,4.6274210667188695,3.459279309545704,False,False,False,True
geom_k097_r020,geometry,sphere,40,0.1,1.1289715889764125,4.785740673487835,3.6567690845114225,False,False,False,True
geom_k097_r020,geometry,sphere,40,0.2,1.0112006513862672,4.507782229478943,3.496581578092676,False,False,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,10,0.0,-183.1346473157025,-219.80116359928564,-36.66651628358315,False,False,True,False
thctl_005_020,threshold_control,ellipsoid_cond1e6,10,0.1,-296.62265260187456,-178.2123662487977,118.41028635307686,False,False,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,10,0.2,-165.06003099436293,-219.66555272667932,-54.60552173231639,False,False,True,False
thctl_005_020,threshold_control,ellipsoid_cond1e6,20,0.0,-37674.6447805527,-24640.914469503157,13033.730311049541,False,False,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,20,0.1,-37674.74856099834,-24641.080866727298,13033.667694271044,False,False,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,20,0.2,-37674.65207957549,-24641.09929800375,13033.55278157174,False,False,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,40,0.0,-620317.3470573493,-551153.3830670624,69163.96399028692,False,True,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,40,0.1,-620317.4553029037,-551153.2331570896,69164.2221458141,False,True,False,True
thctl_005_020,threshold_control,ellipsoid_cond1e6,40,0.2,-620317.0468367639,-551153.3554726643,69163.6913640995,False,True,False,True
thctl_005_020,threshold_control,rastrigin,10,0.0,-6.481236128559136,-8.237962584284233,-1.7567264557250972,False,False,True,False
thctl_005_020,threshold_control,rastrigin,10,0.1,-3.3382561243420232,-5.4912589453840095,-2.1530028210419863,False,False,True,False
thctl_005_020,threshold_control,rastrigin,10,0.2,-5.069016704637309,-8.608311320053028,-3.539294615415719,False,False,True,False
thctl_005_020,threshold_control,rastrigin,20,0.0,-38.84128583220361,-36.805231234396224,2.036054597807386,False,False,False,True
thctl_005_020,threshold_control,rastrigin,20,0.1,-35.1046767249787,-39.512046119210815,-4.407369394232113,False,False,True,False
thctl_005_020,threshold_control,rastrigin,20,0.2,-31.2629414450224,-37.159557065234345,-5.896615620211946,False,False,True,False
thctl_005_020,threshold_control,rastrigin,40,0.0,-48.63559840001883,-45.05005490446197,3.5855434955568555,False,False,False,True
thctl_005_020,threshold_control,rastrigin,40,0.1,-33.246049739603365,-47.02589210713549,-13.779842367532126,False,False,True,False
thctl_005_020,threshold_control,rastrigin,40,0.2,-36.96853760624393,-45.95139083398533,-8.982853227741401,False,False,True,False
thctl_005_020,threshold_control,rosenbrock,10,0.0,2.1667428996053584,2.1964360669214793,0.029693167316120928,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,10,0.1,2.0156707156372624,2.0283081764754396,0.012637460838177184,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,10,0.2,1.9687512311536377,2.4426325060172243,0.47388127486358655,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,20,0.0,28.988317206678627,32.556721845226186,3.568404638547559,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,20,0.1,27.940058249224585,34.28763515882389,6.347576909599304,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,20,0.2,28.174663946019255,32.18060425752515,4.005940311505892,True,False,False,True
thctl_005_020,threshold_control,rosenbrock,40,0.0,-62.47905884580223,-16.130232945885552,46.348825899916676,False,False,False,True
