slice_level,variant_id,variant_group,function,dimension,n_runs,mean_proxy_time_to_first_floor_gen,median_proxy_time_to_first_floor_gen,mean_proxy_fraction_at_floor,median_proxy_fraction_at_floor,mean_proxy_n_floor_entries,median_proxy_n_floor_entries,mean_proxy_n_floor_exits,median_proxy_n_floor_exits,mean_proxy_n_down_steps,median_proxy_n_down_steps,mean_proxy_n_up_steps,median_proxy_n_up_steps,mean_proxy_n_neutral_steps,median_proxy_n_neutral_steps,mean_proxy_sigma_min_seen,median_proxy_sigma_min_seen,mean_proxy_sigma_max_seen,median_proxy_sigma_max_seen
function_dimension,geom_k090_r005,geometry,sphere,40.0,300,100.98666666666666,101.0,3.3333333333333335e-05,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0,8.27,8.0,38.56666666666667,39.0,53.163333333333334,54.0,0.20601280947821682,0.20664671309483146,1.756935354090865,1.7193372629268748
function_dimension,geom_k090_r010,geometry,ellipsoid_cond1e6,10.0,300,40.71,37.5,0.4105666666666667,0.39,4.346666666666667,4.0,3.5,3.0,51.79666666666667,51.0,4.363333333333333,3.0,43.84,45.0,0.19999999999999998,0.2,1.7998286484800685,1.7506325637469125
function_dimension,geom_k090_r010,geometry,ellipsoid_cond1e6,20.0,300,49.21333333333333,48.0,0.3774,0.385,3.5566666666666666,3.0,2.73,2.0,49.33,50.0,4.873333333333333,3.0,45.79666666666667,45.5,0.19999999999999998,0.2,1.722082953293046,1.6978207762226485
function_dimension,geom_k090_r010,geometry,ellipsoid_cond1e6,40.0,300,71.2,71.0,0.1845,0.17,2.4,2.0,1.68,1.0,32.16,31.0,9.44,9.0,58.4,59.0,0.20038210111658414,0.2,1.7204913956211552,1.7062564247786425
function_dimension,geom_k090_r010,geometry,rastrigin,10.0,300,34.94,35.0,0.6494333333333334,0.65,1.5733333333333333,1.0,0.5733333333333334,0.0,72.71666666666667,73.0,4.583333333333333,5.0,22.7,23.0,0.19999999999999998,0.2,1.872468677690121,1.8091798153125176
function_dimension,geom_k090_r010,geometry,rastrigin,20.0,300,40.17333333333333,40.0,0.5883333333333334,0.59,1.7266666666666666,2.0,0.7266666666666667,1.0,67.61,68.0,6.6033333333333335,7.0,25.786666666666665,26.0,0.19999999999999998,0.2,1.730534702922727,1.696271946576596
function_dimension,geom_k090_r010,geometry,rastrigin,40.0,300,46.44,46.0,0.5069,0.52,1.96,2.0,0.9733333333333334,1.0,61.79666666666667,62.0,7.926666666666667,8.0,30.276666666666667,30.0,0.19999999999999998,0.2,1.7111609866662134,1.7033688577437973
function_dimension,geom_k090_r010,geometry,rosenbrock,10.0,300,36.99,37.0,0.5825,0.61,2.0566666666666666,2.0,1.11,1.0,59.29666666666667,62.0,4.316666666666666,3.0,36.38666666666666,35.0,0.19999999999999998,0.2,1.7203537195417589,1.7121070383623898
function_dimension,geom_k090_r010,geometry,rosenbrock,20.0,300,54.68,54.0,0.4252666666666667,0.445,2.02,2.0,1.04,1.0,41.33,43.0,8.21,8.0,50.46,50.0,0.19999999999999998,0.2,1.6844933503493313,1.6767223872473662
function_dimension,geom_k090_r010,geometry,rosenbrock,40.0,300,87.98666666666666,89.0,0.10790000000000001,0.1,1.3133333333333332,1.0,0.54,0.0,16.06,15.0,19.78,19.0,64.16,64.0,0.20256734916115118,0.2,1.6983949999051717,1.698563562707371
function_dimension,geom_k090_r010,geometry,sphere,10.0,300,40.873333333333335,41.0,0.5893666666666667,0.59,1.65,1.0,0.65,0.0,54.96,55.0,10.046666666666667,10.0,34.99333333333333,35.0,0.19999999999999998,0.2,1.9539541206421214,1.9179757151650847
function_dimension,geom_k090_r010,geometry,sphere,20.0,300,62.39666666666667,62.0,0.37729999999999997,0.38,1.29,1.0,0.29,0.0,32.38,33.0,21.916666666666668,21.0,45.70333333333333,46.0,0.19999999999999998,0.2,1.8045562459052773,1.7779837944780246
function_dimension,geom_k090_r010,geometry,sphere,40.0,300,98.14666666666666,101.0,0.0223,0.0,0.5233333333333333,0.0,0.17333333333333334,0.0,8.49,8.0,38.11333333333334,38.0,53.39666666666667,54.0,0.21897826441760196,0.20664671309483146,1.756935354090865,1.7193372629268748
function_dimension,geom_k090_r020,geometry,ellipsoid_cond1e6,10.0,300,22.38,21.0,0.6985333333333333,0.72,3.3533333333333335,3.0,2.3733333333333335,2.0,77.03333333333333,77.0,1.39,0.0,21.576666666666668,21.5,0.39999999999999997,0.4,1.7998286484800685,1.7506325637469125
function_dimension,geom_k090_r020,geometry,ellipsoid_cond1e6,20.0,300,28.94,28.0,0.6667,0.69,2.68,3.0,1.69,2.0,73.88,75.0,1.97,1.0,24.15,23.0,0.39999999999999997,0.4,1.722082953293046,1.6978207762226485
function_dimension,geom_k090_r020,geometry,ellipsoid_cond1e6,40.0,300,43.12,42.5,0.5307000000000001,0.55,2.34,2.0,1.35,1.0,57.65,57.5,5.54,5.0,36.81,36.0,0.39999999999999997,0.4,1.7204913956211552,1.7062564247786425
function_dimension,geom_k090_r020,geometry,rastrigin,10.0,300,27.436666666666667,27.0,0.7137666666666667,0.72,2.1166666666666667,2.0,1.1266666666666667,1.0,80.55666666666667,80.0,3.9833333333333334,4.0,15.46,15.0,0.39999999999999997,0.4,1.872468677690121,1.8091798153125176
function_dimension,geom_k090_r020,geometry,rastrigin,20.0,300,31.82,31.5,0.6722,0.67,1.7333333333333334,2.0,0.7466666666666667,1.0,75.91333333333333,76.0,5.713333333333333,6.0,18.373333333333335,18.0,0.39999999999999997,0.4,1.730534702922727,1.696271946576596
function_dimension,geom_k090_r020,geometry,rastrigin,40.0,300,36.49666666666667,36.0,0.6082333333333332,0.61,2.066666666666667,2.0,1.0933333333333333,1.0,69.59666666666666,69.0,6.87,7.0,23.533333333333335,24.0,0.39999999999999997,0.4,1.7111609866662134,1.7033688577437973
function_dimension,geom_k090_r020,geometry,rosenbrock,10.0,300,24.38,24.0,0.7406666666666667,0.75,2.006666666666667,2.0,1.0233333333333334,1.0,73.53666666666666,75.0,1.6166666666666667,1.0,24.846666666666668,24.0,0.39999999999999997,0.4,1.7203537195417589,1.7121070383623898
function_dimension,geom_k090_r020,geometry,rosenbrock,20.0,300,38.04333333333334,38.5,0.6173,0.61,1.5033333333333334,1.0,0.5033333333333333,0.0,60.79333333333334,61.0,5.236666666666666,5.0,33.97,34.0,0.39999999999999997,0.4,1.6844933503493313,1.6767223872473662
function_dimension,geom_k090_r020,geometry,rosenbrock,40.0,300,60.11666666666667,60.0,0.3826333333333334,0.38,1.65,1.0,0.65,0.0,35.093333333333334,35.0,14.09,13.5,50.81666666666667,50.0,0.39999999999999997,0.4,1.6983949999051717,1.698563562707371
function_dimension,geom_k090_r020,geometry,sphere,10.0,300,30.27,30.0,0.7027666666666667,0.71,1.2666666666666666,1.0,0.27,0.0,63.873333333333335,64.0,7.996666666666667,8.0,28.13,28.0,0.39999999999999997,0.4,1.9539541206421214,1.9179757151650847
function_dimension,geom_k090_r020,geometry,sphere,20.0,300,45.943333333333335,46.0,0.5457666666666667,0.54,1.2,1.0,0.2,0.0,47.593333333333334,48.0,17.116666666666667,17.0,35.29,35.0,0.39999999999999997,0.4,1.8045562459052773,1.7779837944780246
function_dimension,geom_k090_r020,geometry,sphere,40.0,300,71.9,72.0,0.2682333333333333,0.27,1.5833333333333333,1.0,0.5866666666666667,0.0,20.65,20.0,30.623333333333335,31.0,48.72666666666667,49.0,0.39999999999999997,0.4,1.756935354090865,1.7193372629268748
function_dimension,geom_k093_r005,geometry,ellipsoid_cond1e6,10.0,300,73.60666666666667,75.0,0.1446666666666667,0.1,2.066666666666667,2.0,1.59,1.0,40.343333333333334,37.0,9.246666666666666,9.0,50.41,53.0,0.10798937924043694,0.1,1.8663564034564744,1.8243818016321245
function_dimension,geom_k093_r005,geometry,ellipsoid_cond1e6,20.0,300,82.66333333333333,85.5,0.10006666666666668,0.06,1.5266666666666666,1.0,1.21,1.0,39.1,37.0,7.21,7.0,53.69,54.0,0.11054530579458136,0.1,1.7808090923226882,1.7527241425767786
function_dimension,geom_k093_r005,geometry,ellipsoid_cond1e6,40.0,300,99.22333333333333,101.0,0.009933333333333334,0.0,0.23333333333333334,0.0,0.14666666666666667,0.0,31.206666666666667,31.0,9.853333333333333,9.0,58.94,60.0,0.139923920301698,0.1313451914152894,1.7750116026347618,1.7658681080954812
function_dimension,geom_k093_r005,geometry,rastrigin,10.0,300,51.903333333333336,52.0,0.4802333333333333,0.49,1.3933333333333333,1.0,0.3933333333333333,0.0,63.78666666666667,64.0,6.253333333333333,6.0,29.96,30.0,0.09999999999999999,0.1,1.9385536303662312,1.8942933215910305
function_dimension,geom_k093_r005,geometry,rastrigin,20.0,300,66.09333333333333,66.0,0.3365666666666667,0.34,1.3633333333333333,1.0,0.36333333333333334,0.0,50.04,50.0,11.633333333333333,11.0,38.32666666666667,38.0,0.09999999999999999,0.1,1.7944202640565285,1.752225413031232
function_dimension,geom_k093_r005,geometry,rastrigin,40.0,300,82.66333333333333,83.0,0.15719999999999998,0.16,1.59,1.0,0.6533333333333333,0.0,38.29333333333334,38.0,15.046666666666667,15.0,46.66,47.0,0.10019856553462311,0.1,1.7662611609131362,1.7599812629830451
function_dimension,geom_k093_r005,geometry,rosenbrock,10.0,300,52.163333333333334,50.0,0.4366333333333334,0.48,1.6933333333333334,1.0,0.79,0.0,49.11,51.0,6.59,5.0,44.3,44.0,0.10027276166913233,0.1,1.7650604253541262,1.7575193495506012
function_dimension,geom_k093_r005,geometry,rosenbrock,20.0,300,80.08666666666667,78.0,0.18176666666666666,0.195,1.42,1.0,0.5633333333333334,0.0,24.426666666666666,24.0,12.28,12.0,63.29333333333334,64.0,0.10217819153475909,0.1,1.7374614352114077,1.733631802034101
function_dimension,geom_k093_r005,geometry,rosenbrock,40.0,300,100.96333333333334,101.0,0.0001666666666666667,0.0,0.013333333333333334,0.0,0.01,0.0,15.74,15.0,19.983333333333334,20.0,64.27666666666667,64.0,0.17019964928491638,0.1664665932522402,1.7549863541800248,1.7551823481309499
function_dimension,geom_k093_r005,geometry,sphere,10.0,300,52.09,52.0,0.46103333333333335,0.46,2.3433333333333333,2.0,1.39,1.0,49.64666666666667,50.0,10.276666666666667,10.5,40.07666666666667,40.0,0.09999999999999999,0.1,1.9880571411354504,1.9449104735478753
function_dimension,geom_k093_r005,geometry,sphere,20.0,300,79.84666666666666,79.0,0.20393333333333333,0.21,1.3066666666666666,1.0,0.31666666666666665,0.0,20.80666666666667,21.0,23.83,24.0,55.36333333333334,55.0,0.09999999999999999,0.1,1.8461406612071842,1.806296222947472
function_dimension,geom_k093_r005,geometry,sphere,40.0,300,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,8.0,35.37,35.0,55.81,56.0,0.21942092899464097,0.2164392422938432,1.7989114037873488,1.7681240836141812
function_dimension,geom_k093_r010,geometry,ellipsoid_cond1e6,10.0,300,45.46,43.0,0.37039999999999995,0.38,3.75,3.0,2.993333333333333,3.0,54.82666666666667,56.5,4.13,3.0,41.04333333333334,42.0,0.20020183454070284,0.2,1.8663564034564744,1.8243818016321245
function_dimension,geom_k093_r010,geometry,ellipsoid_cond1e6,20.0,300,55.42,52.0,0.34919999999999995,0.36,2.83,3.0,1.95,2.0,54.97,57.0,3.59,2.0,41.44,41.0,0.2000564501942432,0.2,1.7808090923226882,1.7527241425767786
