run_index,phase,method,function,dimension,noise_sigma,seed,eval_budget,popsize,status,error_message,n_evals,generations,final_best,proxy_sigma_factor_last,proxy_ema_snr_last,duration_sec
58,eval,vanilla_cma,sphere,10,0.0,1057,1000,10,ok,,1000,100,2.2891938397325457e-06,1.0,0.0,0.04491400718688965
59,eval,vanilla_cma,sphere,10,0.0,1058,1000,10,ok,,1000,100,7.357691204952082e-06,1.0,0.0,0.0348660945892334
60,eval,vanilla_cma,sphere,10,0.0,1059,1000,10,ok,,1000,100,4.803190360775385e-06,1.0,0.0,0.03903675079345703
61,eval,vanilla_cma,sphere,10,0.0,1060,1000,10,ok,,1000,100,5.3988332026822755e-06,1.0,0.0,0.046057939529418945
62,eval,vanilla_cma,sphere,10,0.0,1061,1000,10,ok,,1000,100,4.989461068403126e-06,1.0,0.0,0.0385441780090332
63,eval,vanilla_cma,sphere,10,0.0,1062,1000,10,ok,,1000,100,1.3314361960531328e-05,1.0,0.0,0.03287506103515625
64,eval,vanilla_cma,sphere,10,0.0,1063,1000,10,ok,,1000,100,5.0902426533085695e-06,1.0,0.0,0.03297829627990723
65,eval,vanilla_cma,sphere,10,0.0,1064,1000,10,ok,,1000,100,8.256756010643984e-06,1.0,0.0,0.043942928314208984
66,eval,vanilla_cma,sphere,10,0.0,1065,1000,10,ok,,1000,100,6.900337628374392e-06,1.0,0.0,0.03299117088317871
67,eval,vanilla_cma,sphere,10,0.0,1066,1000,10,ok,,1000,100,2.723729885699955e-05,1.0,0.0,0.0369868278503418
68,eval,vanilla_cma,sphere,10,0.0,1067,1000,10,ok,,1000,100,2.7672432553943504e-06,1.0,0.0,0.06001615524291992
69,eval,vanilla_cma,sphere,10,0.0,1068,1000,10,ok,,1000,100,3.63596082736625e-06,1.0,0.0,0.07510089874267578
70,eval,vanilla_cma,sphere,10,0.0,1069,1000,10,ok,,1000,100,5.061848920461694e-06,1.0,0.0,0.07464718818664551
71,eval,vanilla_cma,sphere,10,0.0,1070,1000,10,ok,,1000,100,2.4429505546714167e-05,1.0,0.0,0.06545305252075195
72,eval,vanilla_cma,sphere,10,0.0,1071,1000,10,ok,,1000,100,4.877020110872306e-05,1.0,0.0,0.06920385360717773
73,eval,vanilla_cma,sphere,10,0.0,1072,1000,10,ok,,1000,100,1.851829138645776e-05,1.0,0.0,0.049379825592041016
74,eval,vanilla_cma,sphere,10,0.0,1073,1000,10,ok,,1000,100,1.6161119164808846e-05,1.0,0.0,0.046315908432006836
75,eval,vanilla_cma,sphere,10,0.0,1074,1000,10,ok,,1000,100,3.451764563335725e-05,1.0,0.0,0.05562615394592285
76,eval,vanilla_cma,sphere,10,0.0,1075,1000,10,ok,,1000,100,7.782380387539956e-06,1.0,0.0,0.05340003967285156
77,eval,vanilla_cma,sphere,10,0.0,1076,1000,10,ok,,1000,100,3.2138042459401226e-05,1.0,0.0,0.04031014442443848
78,eval,vanilla_cma,sphere,10,0.0,1077,1000,10,ok,,1000,100,6.391632617334166e-06,1.0,0.0,0.0539243221282959
79,eval,vanilla_cma,sphere,10,0.0,1078,1000,10,ok,,1000,100,9.414484538564589e-06,1.0,0.0,0.04916787147521973
80,eval,vanilla_cma,sphere,10,0.0,1079,1000,10,ok,,1000,100,1.111182066602188e-05,1.0,0.0,0.04540419578552246
81,eval,vanilla_cma,sphere,10,0.0,1080,1000,10,ok,,1000,100,1.5127197329767215e-06,1.0,0.0,0.039273977279663086
82,eval,vanilla_cma,sphere,10,0.0,1081,1000,10,ok,,1000,100,4.846206299787064e-06,1.0,0.0,0.03833603858947754
83,eval,vanilla_cma,sphere,10,0.0,1082,1000,10,ok,,1000,100,1.1722615452734963e-05,1.0,0.0,0.03896069526672363
84,eval,vanilla_cma,sphere,10,0.0,1083,1000,10,ok,,1000,100,1.4454821604706687e-05,1.0,0.0,0.034336090087890625
85,eval,vanilla_cma,sphere,10,0.0,1084,1000,10,ok,,1000,100,7.131244563693925e-05,1.0,0.0,0.039940834045410156
86,eval,vanilla_cma,sphere,10,0.0,1085,1000,10,ok,,1000,100,2.5745072476018773e-06,1.0,0.0,0.04216194152832031
87,eval,vanilla_cma,sphere,10,0.0,1086,1000,10,ok,,1000,100,1.2455528068790517e-05,1.0,0.0,0.03596997261047363
88,eval,vanilla_cma,sphere,10,0.0,1087,1000,10,ok,,1000,100,7.143191514535049e-06,1.0,0.0,0.033757925033569336
89,eval,vanilla_cma,sphere,10,0.0,1088,1000,10,ok,,1000,100,2.122732681487098e-06,1.0,0.0,0.04210209846496582
90,eval,vanilla_cma,sphere,10,0.0,1089,1000,10,ok,,1000,100,2.55715863910437e-06,1.0,0.0,0.03982090950012207
91,eval,vanilla_cma,sphere,10,0.0,1090,1000,10,ok,,1000,100,2.724001231312076e-05,1.0,0.0,0.03526496887207031
92,eval,vanilla_cma,sphere,10,0.0,1091,1000,10,ok,,1000,100,1.4646468128241442e-05,1.0,0.0,0.04139900207519531
93,eval,vanilla_cma,sphere,10,0.0,1092,1000,10,ok,,1000,100,1.3922360951554144e-05,1.0,0.0,0.040846824645996094
94,eval,vanilla_cma,sphere,10,0.0,1093,1000,10,ok,,1000,100,8.014500135961862e-06,1.0,0.0,0.033043861389160156
95,eval,vanilla_cma,sphere,10,0.0,1094,1000,10,ok,,1000,100,1.129749120354933e-05,1.0,0.0,0.0407719612121582
96,eval,vanilla_cma,sphere,10,0.0,1095,1000,10,ok,,1000,100,3.2393674923416654e-05,1.0,0.0,0.0328519344329834
97,eval,vanilla_cma,sphere,10,0.0,1096,1000,10,ok,,1000,100,4.556759549039651e-05,1.0,0.0,0.03319191932678223
98,eval,vanilla_cma,sphere,10,0.0,1097,1000,10,ok,,1000,100,1.425501079035695e-05,1.0,0.0,0.03289604187011719
99,eval,vanilla_cma,sphere,10,0.0,1098,1000,10,ok,,1000,100,1.653787505290274e-06,1.0,0.0,0.038813114166259766
100,eval,vanilla_cma,sphere,10,0.0,1099,1000,10,ok,,1000,100,9.45594349220067e-06,1.0,0.0,0.0420529842376709
101,eval,vanilla_cma,sphere,10,0.1,1000,1000,10,ok,,1000,100,-0.17088313103593789,1.0,0.0,0.03406810760498047
102,eval,vanilla_cma,sphere,10,0.1,1001,1000,10,ok,,1000,100,-0.29142828450497577,1.0,0.0,0.040993690490722656
103,eval,vanilla_cma,sphere,10,0.1,1002,1000,10,ok,,1000,100,-0.32021483310313464,1.0,0.0,0.04035496711730957
104,eval,vanilla_cma,sphere,10,0.1,1003,1000,10,ok,,1000,100,-0.18119507807486177,1.0,0.0,0.03968524932861328
105,eval,vanilla_cma,sphere,10,0.1,1004,1000,10,ok,,1000,100,-0.19563647523832828,1.0,0.0,0.033844947814941406
106,eval,vanilla_cma,sphere,10,0.1,1005,1000,10,ok,,1000,100,-0.17859603817079625,1.0,0.0,0.03330492973327637
107,eval,vanilla_cma,sphere,10,0.1,1006,1000,10,ok,,1000,100,-0.20365169134521394,1.0,0.0,0.034027099609375
108,eval,vanilla_cma,sphere,10,0.1,1007,1000,10,ok,,1000,100,-0.20357258344595336,1.0,0.0,0.03370094299316406
109,eval,vanilla_cma,sphere,10,0.1,1008,1000,10,ok,,1000,100,-0.2407402740240427,1.0,0.0,0.043493032455444336
110,eval,vanilla_cma,sphere,10,0.1,1009,1000,10,ok,,1000,100,-0.2883030902895448,1.0,0.0,0.03340411186218262
111,eval,vanilla_cma,sphere,10,0.1,1010,1000,10,ok,,1000,100,-0.22364663057247242,1.0,0.0,0.034594058990478516
112,eval,vanilla_cma,sphere,10,0.1,1011,1000,10,ok,,1000,100,-0.17963371738532058,1.0,0.0,0.03687882423400879
113,eval,vanilla_cma,sphere,10,0.1,1012,1000,10,ok,,1000,100,-0.2414116410147404,1.0,0.0,0.04345083236694336
114,eval,vanilla_cma,sphere,10,0.1,1013,1000,10,ok,,1000,100,-0.19126566561704147,1.0,0.0,0.04202866554260254
115,eval,vanilla_cma,sphere,10,0.1,1014,1000,10,ok,,1000,100,-0.2016170116663234,1.0,0.0,0.04009294509887695
116,eval,vanilla_cma,sphere,10,0.1,1015,1000,10,ok,,1000,100,-0.20910545107796635,1.0,0.0,0.042176008224487305
117,eval,vanilla_cma,sphere,10,0.1,1016,1000,10,ok,,1000,100,-0.2396794776109845,1.0,0.0,0.03575396537780762
118,eval,vanilla_cma,sphere,10,0.1,1017,1000,10,ok,,1000,100,-0.1707606991974783,1.0,0.0,0.036119937896728516
119,eval,vanilla_cma,sphere,10,0.1,1018,1000,10,ok,,1000,100,-0.16290644579608826,1.0,0.0,0.03571891784667969
120,eval,vanilla_cma,sphere,10,0.1,1019,1000,10,ok,,1000,100,-0.28137507645575544,1.0,0.0,0.04062294960021973
121,eval,vanilla_cma,sphere,10,0.1,1020,1000,10,ok,,1000,100,-0.2156891957834888,1.0,0.0,0.036965131759643555
122,eval,vanilla_cma,sphere,10,0.1,1021,1000,10,ok,,1000,100,-0.24572192410816326,1.0,0.0,0.037943124771118164
123,eval,vanilla_cma,sphere,10,0.1,1022,1000,10,ok,,1000,100,-0.2011819540876178,1.0,0.0,0.04091215133666992
124,eval,vanilla_cma,sphere,10,0.1,1023,1000,10,ok,,1000,100,-0.1950817692512295,1.0,0.0,0.03951382637023926
125,eval,vanilla_cma,sphere,10,0.1,1024,1000,10,ok,,1000,100,-0.2187318507172728,1.0,0.0,0.043972015380859375
126,eval,vanilla_cma,sphere,10,0.1,1025,1000,10,ok,,1000,100,-0.24245756323022977,1.0,0.0,0.03710794448852539
127,eval,vanilla_cma,sphere,10,0.1,1026,1000,10,ok,,1000,100,-0.21710222870493862,1.0,0.0,0.043460845947265625
128,eval,vanilla_cma,sphere,10,0.1,1027,1000,10,ok,,1000,100,-0.23490767443127222,1.0,0.0,0.03844404220581055
129,eval,vanilla_cma,sphere,10,0.1,1028,1000,10,ok,,1000,100,-0.17343482421300174,1.0,0.0,0.03468489646911621
130,eval,vanilla_cma,sphere,10,0.1,1029,1000,10,ok,,1000,100,-0.3152057474520108,1.0,0.0,0.05475807189941406
131,eval,vanilla_cma,sphere,10,0.1,1030,1000,10,ok,,1000,100,-0.19271976992844175,1.0,0.0,0.041950225830078125
132,eval,vanilla_cma,sphere,10,0.1,1031,1000,10,ok,,1000,100,-0.3003775969051877,1.0,0.0,0.044303178787231445
133,eval,vanilla_cma,sphere,10,0.1,1032,1000,10,ok,,1000,100,-0.2103113384031464,1.0,0.0,0.052384138107299805
134,eval,vanilla_cma,sphere,10,0.1,1033,1000,10,ok,,1000,100,-0.26151660140307,1.0,0.0,0.05450105667114258
135,eval,vanilla_cma,sphere,10,0.1,1034,1000,10,ok,,1000,100,-0.23459859157563395,1.0,0.0,0.04992508888244629
136,eval,vanilla_cma,sphere,10,0.1,1035,1000,10,ok,,1000,100,-0.21847540564667084,1.0,0.0,0.047567129135131836
137,eval,vanilla_cma,sphere,10,0.1,1036,1000,10,ok,,1000,100,-0.20540834012316894,1.0,0.0,0.0407102108001709
138,eval,vanilla_cma,sphere,10,0.1,1037,1000,10,ok,,1000,100,-0.21557986281327596,1.0,0.0,0.036873817443847656
139,eval,vanilla_cma,sphere,10,0.1,1038,1000,10,ok,,1000,100,-0.1879376159268717,1.0,0.0,0.03551673889160156
140,eval,vanilla_cma,sphere,10,0.1,1039,1000,10,ok,,1000,100,-0.22644614932319562,1.0,0.0,0.0344388484954834
141,eval,vanilla_cma,sphere,10,0.1,1040,1000,10,ok,,1000,100,-0.2018460852621734,1.0,0.0,0.049668073654174805
142,eval,vanilla_cma,sphere,10,0.1,1041,1000,10,ok,,1000,100,-0.21364918725423823,1.0,0.0,0.04542994499206543
143,eval,vanilla_cma,sphere,10,0.1,1042,1000,10,ok,,1000,100,-0.20596081425072527,1.0,0.0,0.04800891876220703
144,eval,vanilla_cma,sphere,10,0.1,1043,1000,10,ok,,1000,100,-0.21081419575747157,1.0,0.0,0.04243826866149902
145,eval,vanilla_cma,sphere,10,0.1,1044,1000,10,ok,,1000,100,-0.2169903434212324,1.0,0.0,0.03747200965881348
146,eval,vanilla_cma,sphere,10,0.1,1045,1000,10,ok,,1000,100,-0.21357420425448986,1.0,0.0,0.05818986892700195
147,eval,vanilla_cma,sphere,10,0.1,1046,1000,10,ok,,1000,100,-0.2427966702715993,1.0,0.0,0.049517154693603516
148,eval,vanilla_cma,sphere,10,0.1,1047,1000,10,ok,,1000,100,-0.2652565428537793,1.0,0.0,0.04987978935241699
149,eval,vanilla_cma,sphere,10,0.1,1048,1000,10,ok,,1000,100,-0.24782047538551905,1.0,0.0,0.04437518119812012
150,eval,vanilla_cma,sphere,10,0.1,1049,1000,10,ok,,1000,100,-0.23045940796828868,1.0,0.0,0.04532003402709961
151,eval,vanilla_cma,sphere,10,0.1,1050,1000,10,ok,,1000,100,-0.2636553538478911,1.0,0.0,0.0440821647644043
152,eval,vanilla_cma,sphere,10,0.1,1051,1000,10,ok,,1000,100,-0.20821085516280774,1.0,0.0,0.04678916931152344
153,eval,vanilla_cma,sphere,10,0.1,1052,1000,10,ok,,1000,100,-0.2526434534962879,1.0,0.0,0.04688572883605957
154,eval,vanilla_cma,sphere,10,0.1,1053,1000,10,ok,,1000,100,-0.20417659759878146,1.0,0.0,0.046640872955322266
155,eval,vanilla_cma,sphere,10,0.1,1054,1000,10,ok,,1000,100,-0.2222042791317942,1.0,0.0,0.05440402030944824
156,eval,vanilla_cma,sphere,10,0.1,1055,1000,10,ok,,1000,100,-0.20409952249017993,1.0,0.0,0.04604482650756836
157,eval,vanilla_cma,sphere,10,0.1,1056,1000,10,ok,,1000,100,-0.2142344823374822,1.0,0.0,0.0543212890625
158,eval,vanilla_cma,sphere,10,0.1,1057,1000,10,ok,,1000,100,-0.2829453339449278,1.0,0.0,0.04576396942138672
159,eval,vanilla_cma,sphere,10,0.1,1058,1000,10,ok,,1000,100,-0.28275021731590105,1.0,0.0,0.050293922424316406
160,eval,vanilla_cma,sphere,10,0.1,1059,1000,10,ok,,1000,100,-0.22894113282360412,1.0,0.0,0.05023312568664551
161,eval,vanilla_cma,sphere,10,0.1,1060,1000,10,ok,,1000,100,-0.18635356036199474,1.0,0.0,0.04126095771789551
162,eval,vanilla_cma,sphere,10,0.1,1061,1000,10,ok,,1000,100,-0.19281225250223655,1.0,0.0,0.04044008255004883
163,eval,vanilla_cma,sphere,10,0.1,1062,1000,10,ok,,1000,100,-0.2511692746558393,1.0,0.0,0.04084300994873047
164,eval,vanilla_cma,sphere,10,0.1,1063,1000,10,ok,,1000,100,-0.20887295650319082,1.0,0.0,0.08389616012573242
165,eval,vanilla_cma,sphere,10,0.1,1064,1000,10,ok,,1000,100,-0.32740894380929053,1.0,0.0,0.041673898696899414
166,eval,vanilla_cma,sphere,10,0.1,1065,1000,10,ok,,1000,100,-0.2657335975915941,1.0,0.0,0.042661190032958984
167,eval,vanilla_cma,sphere,10,0.1,1066,1000,10,ok,,1000,100,-0.22016673885816257,1.0,0.0,0.0456700325012207
168,eval,vanilla_cma,sphere,10,0.1,1067,1000,10,ok,,1000,100,-0.20519238248909577,1.0,0.0,0.04288601875305176
169,eval,vanilla_cma,sphere,10,0.1,1068,1000,10,ok,,1000,100,-0.24052180177937565,1.0,0.0,0.05345273017883301
170,eval,vanilla_cma,sphere,10,0.1,1069,1000,10,ok,,1000,100,-0.2842361953170418,1.0,0.0,0.041168212890625
171,eval,vanilla_cma,sphere,10,0.1,1070,1000,10,ok,,1000,100,-0.21621092590077517,1.0,0.0,0.05104827880859375
172,eval,vanilla_cma,sphere,10,0.1,1071,1000,10,ok,,1000,100,-0.3098710731971291,1.0,0.0,0.08205413818359375
173,eval,vanilla_cma,sphere,10,0.1,1072,1000,10,ok,,1000,100,-0.198304590112782,1.0,0.0,0.04135584831237793
174,eval,vanilla_cma,sphere,10,0.1,1073,1000,10,ok,,1000,100,-0.3042752840300113,1.0,0.0,0.05052900314331055
175,eval,vanilla_cma,sphere,10,0.1,1074,1000,10,ok,,1000,100,-0.1689971389480945,1.0,0.0,0.08014893531799316
176,eval,vanilla_cma,sphere,10,0.1,1075,1000,10,ok,,1000,100,-0.2375397728229242,1.0,0.0,0.04506707191467285
177,eval,vanilla_cma,sphere,10,0.1,1076,1000,10,ok,,1000,100,-0.232506769806675,1.0,0.0,0.04093790054321289
178,eval,vanilla_cma,sphere,10,0.1,1077,1000,10,ok,,1000,100,-0.21803379382893795,1.0,0.0,0.05092477798461914
179,eval,vanilla_cma,sphere,10,0.1,1078,1000,10,ok,,1000,100,-0.17339429856896488,1.0,0.0,0.05101585388183594
180,eval,vanilla_cma,sphere,10,0.1,1079,1000,10,ok,,1000,100,-0.23543572221897247,1.0,0.0,0.03467512130737305
181,eval,vanilla_cma,sphere,10,0.1,1080,1000,10,ok,,1000,100,-0.2282835061229248,1.0,0.0,0.04109382629394531
182,eval,vanilla_cma,sphere,10,0.1,1081,1000,10,ok,,1000,100,-0.19734269527920564,1.0,0.0,0.03772282600402832
183,eval,vanilla_cma,sphere,10,0.1,1082,1000,10,ok,,1000,100,-0.20414696354268264,1.0,0.0,0.03504323959350586
184,eval,vanilla_cma,sphere,10,0.1,1083,1000,10,ok,,1000,100,-0.2178638929577163,1.0,0.0,0.040875911712646484
185,eval,vanilla_cma,sphere,10,0.1,1084,1000,10,ok,,1000,100,-0.24232954377150406,1.0,0.0,0.033471107482910156
186,eval,vanilla_cma,sphere,10,0.1,1085,1000,10,ok,,1000,100,-0.21187893031456528,1.0,0.0,0.04099392890930176
187,eval,vanilla_cma,sphere,10,0.1,1086,1000,10,ok,,1000,100,-0.23703240219268995,1.0,0.0,0.03357386589050293
188,eval,vanilla_cma,sphere,10,0.1,1087,1000,10,ok,,1000,100,-0.19528388275883599,1.0,0.0,0.03407478332519531
189,eval,vanilla_cma,sphere,10,0.1,1088,1000,10,ok,,1000,100,-0.20189488728847396,1.0,0.0,0.03978228569030762
190,eval,vanilla_cma,sphere,10,0.1,1089,1000,10,ok,,1000,100,-0.24997816982307206,1.0,0.0,0.03554987907409668
191,eval,vanilla_cma,sphere,10,0.1,1090,1000,10,ok,,1000,100,-0.22602762637295531,1.0,0.0,0.04450798034667969
192,eval,vanilla_cma,sphere,10,0.1,1091,1000,10,ok,,1000,100,-0.15432645513603202,1.0,0.0,0.06778311729431152
193,eval,vanilla_cma,sphere,10,0.1,1092,1000,10,ok,,1000,100,-0.18996553336749888,1.0,0.0,0.03826713562011719
194,eval,vanilla_cma,sphere,10,0.1,1093,1000,10,ok,,1000,100,-0.18346480290580758,1.0,0.0,0.04027891159057617
195,eval,vanilla_cma,sphere,10,0.1,1094,1000,10,ok,,1000,100,-0.23162429594437955,1.0,0.0,0.039183855056762695
196,eval,vanilla_cma,sphere,10,0.1,1095,1000,10,ok,,1000,100,-0.16622281272595144,1.0,0.0,0.036718130111694336
197,eval,vanilla_cma,sphere,10,0.1,1096,1000,10,ok,,1000,100,-0.29460773145167374,1.0,0.0,0.037633657455444336
198,eval,vanilla_cma,sphere,10,0.1,1097,1000,10,ok,,1000,100,-0.2511308991686765,1.0,0.0,0.03769397735595703
199,eval,vanilla_cma,sphere,10,0.1,1098,1000,10,ok,,1000,100,-0.22286398727749335,1.0,0.0,0.03581070899963379
200,eval,vanilla_cma,sphere,10,0.1,1099,1000,10,ok,,1000,100,-0.2424087796709565,1.0,0.0,0.040547847747802734
201,eval,vanilla_cma,sphere,10,0.2,1000,1000,10,ok,,1000,100,-0.4675275626865012,1.0,0.0,0.03383898735046387
202,eval,vanilla_cma,sphere,10,0.2,1001,1000,10,ok,,1000,100,-0.3897137674531941,1.0,0.0,0.04164409637451172
203,eval,vanilla_cma,sphere,10,0.2,1002,1000,10,ok,,1000,100,-0.3770690340149023,1.0,0.0,0.03366804122924805
204,eval,vanilla_cma,sphere,10,0.2,1003,1000,10,ok,,1000,100,-0.5177643627055543,1.0,0.0,0.033390045166015625
