function,dimension,noise_sigma,method,n_pairs,vanilla_median,method_median,median_delta_vs_vanilla,win_rate_vs_vanilla,loss_rate_vs_vanilla,wilcoxon_p_two_sided,ratio_median_vs_vanilla_non_primary,bh_fdr_q_value
ellipsoid_cond1e6,40,0.2,lr_adapt_proxy,100,974680.7746896396,294630.43796168757,-620317.0468367639,0.99,0.01,4.266322730718234e-18,0.3022840355659057,1.9198452288232053e-17
ellipsoid_cond1e6,40,0.2,phasewall_plus_lr_tuned,100,974680.7746896396,275965.0528298903,-624497.152077803,1.0,0.0,3.89655984509591e-18,0.2831337808194317,1.9198452288232053e-17
ellipsoid_cond1e6,40,0.2,phasewall_tuned,100,974680.7746896396,1035577.5017500414,28206.352084918646,0.46,0.54,0.1901952383630343,1.0624786377671116,0.22823428603564117
ellipsoid_cond1e6,40,0.2,pop4x,100,974680.7746896396,1931238.519590632,972682.1525731783,0.08,0.92,6.928021197254875e-17,1.981406189329611,2.5580385959094927e-16
rastrigin,10,0.0,lr_adapt_proxy,100,32.88772565234917,22.53477261077699,-6.4812361285591304,0.61,0.39,0.001402171019698284,0.6852031316786217,0.002148006668473967
rastrigin,10,0.0,phasewall_plus_lr_tuned,100,32.88772565234917,22.535701587150598,-6.475866394125709,0.64,0.36,0.00034001616518924456,0.6852313785809289,0.0005440258643027913
rastrigin,10,0.0,phasewall_tuned,100,32.88772565234917,33.98966905669971,3.723131583144511,0.45,0.55,0.20453314479183926,1.0335062210138521,0.243411345867974
rastrigin,10,0.0,pop4x,100,32.88772565234917,51.404381495070425,21.080552472854528,0.13,0.87,3.5371953550330525e-15,1.5630263411479965,1.0395023084178767e-14
rastrigin,10,0.1,lr_adapt_proxy,100,27.86170059955571,21.402377574040663,-3.338256124342025,0.55,0.45,0.007627245069920197,0.768164796601897,0.010983232900685085
rastrigin,10,0.1,phasewall_plus_lr_tuned,100,27.86170059955571,22.675460299472768,-3.253938762982994,0.57,0.43,0.017344574395330364,0.8138577262521569,0.024248725368228856
rastrigin,10,0.1,phasewall_tuned,100,27.86170059955571,26.986789334971917,2.327454931546196,0.46,0.54,0.6253783479405848,0.9685980666737283,0.6670702378032904
rastrigin,10,0.1,pop4x,100,27.86170059955571,50.75887236223045,20.580307969421206,0.17,0.83,3.071760453520344e-14,1.8218152973418953,7.372225088448825e-14
rastrigin,10,0.2,lr_adapt_proxy,100,29.811595447831188,21.709683741668556,-5.069016704637311,0.55,0.45,0.011498623474520207,0.7282295165872429,0.01623335078755794
rastrigin,10,0.2,phasewall_plus_lr_tuned,100,29.811595447831188,22.383555014717118,-4.813536068578989,0.59,0.41,0.003708522618562531,0.7508338510056339,0.005505435639927881
rastrigin,10,0.2,phasewall_tuned,100,29.811595447831188,32.76709128955227,4.59067237309854,0.41,0.59,0.09269672784481878,1.0991391368802468,0.1170906035934553
rastrigin,10,0.2,pop4x,100,29.811595447831188,50.78296296342995,21.301515090778008,0.13,0.87,1.493426655074876e-14,1.7034634410056186,3.772867339136529e-14
rastrigin,20,0.0,lr_adapt_proxy,100,147.32603598588292,104.49298596865736,-38.84128583220361,0.89,0.11,1.8019328432324396e-14,0.7092635410259059,4.397937786872395e-14
rastrigin,20,0.0,phasewall_plus_lr_tuned,100,147.32603598588292,101.27234792391518,-38.4629185299743,0.9,0.1,8.705736048287004e-15,0.6874029240399796,2.2793199835515065e-14
rastrigin,20,0.0,phasewall_tuned,100,147.32603598588292,145.9167573778425,-0.3707994590310122,0.51,0.49,0.8797498813382739,0.9904342867938463,0.8984679639199393
rastrigin,20,0.0,pop4x,100,147.32603598588292,161.19057025191165,15.142206209966105,0.29,0.71,9.668752478190519e-08,1.0941078348660467,1.8564004758125794e-07
rastrigin,20,0.1,lr_adapt_proxy,100,147.47632172389268,110.92063416300564,-35.1046767249787,0.92,0.08,6.166069759616457e-17,0.7521250385582092,2.466427903846583e-16
rastrigin,20,0.1,phasewall_plus_lr_tuned,100,147.47632172389268,113.39989483458373,-31.1978800760724,0.89,0.11,1.1672303430968547e-15,0.7689362842049496,3.908864404789467e-15
rastrigin,20,0.1,phasewall_tuned,100,147.47632172389268,140.53340561859275,-2.9386570773150567,0.55,0.45,0.36767280671462566,0.9529218248452213,0.4269748723137588
rastrigin,20,0.1,pop4x,100,147.47632172389268,160.4387522412286,10.702036748767355,0.25,0.75,6.862602683049756e-08,1.0878949947070444,1.3354253869718447e-07
rastrigin,20,0.2,lr_adapt_proxy,100,145.7451324744635,108.5709722961257,-31.262941445022392,0.93,0.07,1.2733079538420982e-16,0.7449372095850185,4.472105984225906e-16
rastrigin,20,0.2,phasewall_plus_lr_tuned,100,145.7451324744635,107.29439366424106,-31.931850199773642,0.91,0.09,9.190398504353319e-15,0.736178230055405,2.3632453296908532e-14
rastrigin,20,0.2,phasewall_tuned,100,145.7451324744635,145.94397804244872,-0.8766186541238028,0.52,0.48,0.5893232417473824,1.0013643376256154,0.6478057008520844
rastrigin,20,0.2,pop4x,100,145.7451324744635,158.3672300618025,11.672839492268295,0.26,0.74,2.980477585148439e-08,1.0866039048648883,5.879298250155825e-08
rastrigin,40,0.0,lr_adapt_proxy,100,396.62080226754233,353.90750358683704,-48.635598400018836,0.79,0.21,2.9955051713902096e-10,0.8923069631332831,6.343422715885149e-10
rastrigin,40,0.0,phasewall_plus_lr_tuned,100,396.62080226754233,347.9130201924965,-47.50089659773457,0.85,0.15,3.507386885783358e-14,0.8771930725857647,8.279732976275469e-14
rastrigin,40,0.0,phasewall_tuned,100,396.62080226754233,392.2094698981984,-2.161855914381505,0.52,0.48,0.35501304550262447,0.9888777080170186,0.41562502888112135
rastrigin,40,0.0,pop4x,100,396.62080226754233,415.1374724309164,19.383902555150343,0.27,0.73,1.982468565713322e-06,1.0466860791403563,3.7074736813340048e-06
rastrigin,40,0.1,lr_adapt_proxy,100,395.9868836951423,354.87574947824635,-33.24604973960339,0.81,0.19,6.092187697490645e-09,0.8961805657973608,1.2355986316037365e-08
rastrigin,40,0.1,phasewall_plus_lr_tuned,100,395.9868836951423,350.3837813955887,-40.095991872810174,0.82,0.18,1.1857744591583675e-12,0.8848368363264729,2.5871442745273473e-12
rastrigin,40,0.1,phasewall_tuned,100,395.9868836951423,399.9156985313224,2.0489888484878804,0.45,0.55,0.37874492892909406,1.009921578208648,0.43631415812631635
rastrigin,40,0.1,pop4x,100,395.9868836951423,409.36189601089933,16.712430233077725,0.34,0.66,3.454898661607989e-06,1.033776402367039,6.378274452199365e-06
rastrigin,40,0.2,lr_adapt_proxy,100,398.0030655310753,357.45903069909775,-36.96853760624393,0.73,0.27,2.701284296002611e-08,0.8981313503757122,5.402568592005222e-08
rastrigin,40,0.2,phasewall_plus_lr_tuned,100,398.0030655310753,347.58385747215334,-47.42210810930641,0.81,0.19,8.579921301659199e-12,0.8733195484521077,1.8440427872222756e-11
rastrigin,40,0.2,phasewall_tuned,100,398.0030655310753,392.9315071876889,-8.120411192334444,0.57,0.43,0.1733315321687653,0.9872574892441616,0.21333111651540343
rastrigin,40,0.2,pop4x,100,398.0030655310753,413.85029071693987,17.612330897700815,0.32,0.68,2.6499653532351623e-05,1.039816842025372,4.7110495168625105e-05
rosenbrock,10,0.0,lr_adapt_proxy,100,7.963584578782786,10.280012411408856,2.1667428996053584,0.26,0.74,2.8586825773647623e-05,1.290877532562118,5.020125501713729e-05
rosenbrock,10,0.0,phasewall_plus_lr_tuned,100,7.963584578782786,10.279586134427095,2.136961633423331,0.22,0.78,1.2908248770631183e-06,1.2908240042825418,2.445773451277487e-06
rosenbrock,10,0.0,phasewall_tuned,100,7.963584578782786,8.041830747496139,0.18784772906363845,0.48,0.52,0.5405233196725827,1.0098254960362727,0.6080887346316556
rosenbrock,10,0.0,pop4x,100,7.963584578782786,68.50870628113951,57.835627676016614,0.05,0.95,4.405428848631553e-15,8.60274736877484,1.2687635084058874e-14
rosenbrock,10,0.1,lr_adapt_proxy,100,8.307753329260235,10.507173976304056,2.0156707156372624,0.26,0.74,0.00015334083624479915,1.2647431332966248,0.00025380552206035725
rosenbrock,10,0.1,phasewall_plus_lr_tuned,100,8.307753329260235,10.247553235605668,1.525359581868937,0.25,0.75,7.907151898908125e-05,1.2334927181231274,0.00013555117540985356
rosenbrock,10,0.1,phasewall_tuned,100,8.307753329260235,8.42947803671788,0.038035793094723935,0.49,0.51,0.8446222853530765,1.0146519404986334,0.8777933242336908
rosenbrock,10,0.1,pop4x,100,8.307753329260235,67.64716605306853,56.37846725962532,0.07,0.93,2.47205818888879e-15,8.142654622978819,7.910586204444128e-15
rosenbrock,10,0.2,lr_adapt_proxy,100,8.057731884500688,10.436536924421238,1.9687512311536386,0.25,0.75,8.866282125739412e-05,1.2952201778389103,0.00015020525013017356
rosenbrock,10,0.2,phasewall_plus_lr_tuned,100,8.057731884500688,10.214795460653924,2.11175795123211,0.2,0.8,0.0001334630900855936,1.2677010859969688,0.0002234730810735521
rosenbrock,10,0.2,phasewall_tuned,100,8.057731884500688,8.140715439218024,-0.04477253307199991,0.51,0.49,0.6474574389756316,1.0102986244649015,0.6855431706800805
rosenbrock,10,0.2,pop4x,100,8.057731884500688,67.68535828559078,55.72050125497869,0.09,0.91,1.6186995407842905e-14,8.400050939369898,4.0188402391885834e-14
rosenbrock,20,0.0,lr_adapt_proxy,100,32.17534839079061,65.82358441945792,28.988317206678627,0.26,0.74,4.0973322370456585e-05,2.0457768978905064,7.108624604031023e-05
rosenbrock,20,0.0,phasewall_plus_lr_tuned,100,32.17534839079061,60.56370736676419,29.04830314962958,0.25,0.75,0.00023414330729789625,1.8823015257264173,0.0003831435937601938
rosenbrock,20,0.0,phasewall_tuned,100,32.17534839079061,28.989103941116156,1.6547151108260767,0.46,0.54,0.5845892174029008,0.9009724957450208,0.6475449792770593
rosenbrock,20,0.0,pop4x,100,32.17534839079061,2328.75579322627,2268.009420651426,0.0,1.0,3.89655984509591e-18,72.37701873316213,1.9198452288232053e-17
rosenbrock,20,0.1,lr_adapt_proxy,100,34.3542372111561,69.69903672832763,27.940058249224588,0.26,0.74,1.2418346489695002e-05,2.028833773834855,2.263597334830481e-05
rosenbrock,20,0.1,phasewall_plus_lr_tuned,100,34.3542372111561,60.00451998707178,27.50313765387018,0.27,0.73,0.000250433748805814,1.7466410218412909,0.0004051961778431148
rosenbrock,20,0.1,phasewall_tuned,100,34.3542372111561,29.19285804099431,0.630533866625731,0.48,0.52,0.4787621325036495,0.8497600415797998,0.5428484022088624
rosenbrock,20,0.1,pop4x,100,34.3542372111561,2328.6734251140524,2271.8079844184867,0.0,1.0,3.89655984509591e-18,67.78416912012955,1.9198452288232053e-17
rosenbrock,20,0.2,lr_adapt_proxy,100,32.3738134768236,64.56742034437076,28.174663946019255,0.24,0.76,2.172993678852733e-05,1.9944335686802714,3.911388621934919e-05
rosenbrock,20,0.2,phasewall_plus_lr_tuned,100,32.3738134768236,59.05344033078495,27.859190239934044,0.25,0.75,0.00041374199742984875,1.8241113415032582,0.0006475961698901981
rosenbrock,20,0.2,phasewall_tuned,100,32.3738134768236,30.18072627006275,-1.0244233421738542,0.52,0.48,0.8473143893644655,0.9322573718931543,0.8777933242336908
rosenbrock,20,0.2,pop4x,100,32.3738134768236,2345.6499292931944,2308.6465717023166,0.0,1.0,3.89655984509591e-18,72.45516290419243,1.9198452288232053e-17
rosenbrock,40,0.0,lr_adapt_proxy,100,588.945718635892,520.5422275367914,-62.47905884580223,0.58,0.42,0.05591357897020115,0.8838543367671713,0.07386748047439418
rosenbrock,40,0.0,phasewall_plus_lr_tuned,100,588.945718635892,496.4239723257544,-72.94863606346033,0.6,0.4,0.0020411585418374633,0.8429027610143168,0.003061737812756195
rosenbrock,40,0.0,phasewall_tuned,100,588.945718635892,529.3674540033403,-60.32903518649459,0.59,0.41,0.13207069537634405,0.8988391243075065,0.16537547942776995
rosenbrock,40,0.0,pop4x,100,588.945718635892,25391.934112727744,24761.438282857504,0.0,1.0,3.89655984509591e-18,43.114218015779436,1.9198452288232053e-17
rosenbrock,40,0.1,lr_adapt_proxy,100,608.2524167439151,520.4781762078961,-67.62009211594906,0.59,0.41,0.03719430432353409,0.8556943825954851,0.05052811153385763
rosenbrock,40,0.1,phasewall_plus_lr_tuned,100,608.2524167439151,491.73505458251213,-78.07033653524181,0.59,0.41,0.0019715001272423696,0.8084391299501259,0.0029883791402410655
rosenbrock,40,0.1,phasewall_tuned,100,608.2524167439151,523.5078671807415,-78.53406973037869,0.59,0.41,0.060473513867824014,0.8606753590609201,0.07845212609879872
rosenbrock,40,0.1,pop4x,100,608.2524167439151,25392.10121830977,24761.4981564136,0.0,1.0,3.89655984509591e-18,41.74599314251519,1.9198452288232053e-17
rosenbrock,40,0.2,lr_adapt_proxy,100,579.9679281583306,515.8980335901931,-64.83059169289834,0.59,0.41,0.02801404950478365,0.889528555877927,0.038419267892274726
rosenbrock,40,0.2,phasewall_plus_lr_tuned,100,579.9679281583306,486.4498373759428,-83.76461680200447,0.63,0.37,0.0007815620423821003,0.8387529960848845,0.0012101605817529295
rosenbrock,40,0.2,phasewall_tuned,100,579.9679281583306,531.9891271653621,-56.11804810737888,0.55,0.45,0.14774720853713422,0.9172733548468386,0.18341032783920108
rosenbrock,40,0.2,pop4x,100,579.9679281583306,25391.89453134273,24761.119317231944,0.0,1.0,3.89655984509591e-18,43.781549459077624,1.9198452288232053e-17
sphere,10,0.0,lr_adapt_proxy,100,1.0582496805720369e-05,0.01830198436954235,0.018294284742951097,0.0,1.0,3.89655984509591e-18,1729.4580575398058,1.9198452288232053e-17
sphere,10,0.0,phasewall_plus_lr_tuned,100,1.0582496805720369e-05,0.0202311418249593,0.02019464394833476,0.0,1.0,3.89655984509591e-18,1911.7550608683723,1.9198452288232053e-17
sphere,10,0.0,phasewall_tuned,100,1.0582496805720369e-05,9.291692216404093e-06,-6.702455679228244e-07,0.51,0.49,0.4250496167958784,0.878024570853777,0.48577099062386103
sphere,10,0.0,pop4x,100,1.0582496805720369e-05,0.42372502840641246,0.42371535577969066,0.0,1.0,3.89655984509591e-18,40040.17541279747,1.9198452288232053e-17
sphere,10,0.1,lr_adapt_proxy,100,-0.2179488433933271,-0.1684039062886362,0.0570608013696232,0.06,0.94,9.815788244911682e-17,0.772676301771979,3.5336837681682053e-16
sphere,10,0.1,phasewall_plus_lr_tuned,100,-0.2179488433933271,-0.15834908894397076,0.05438767048108954,0.09,0.91,4.743781498021361e-16,0.7265424605085053,1.6264393707501809e-15
sphere,10,0.1,phasewall_tuned,100,-0.2179488433933271,-0.22490134138546555,4.5255003298286245e-05,0.5,0.5,0.6573723697180689,1.0318996783093335,0.6909607389737367
sphere,10,0.1,pop4x,100,-0.2179488433933271,0.40658949505946407,0.6223792146833794,0.0,1.0,3.89655984509591e-18,-1.8655271977089674,1.9198452288232053e-17
sphere,10,0.2,lr_adapt_proxy,100,-0.4586406283900504,-0.38317826185912934,0.07004816364069688,0.22,0.78,5.311468043336473e-10,0.8354651510141745,1.108480287305003e-09
sphere,10,0.2,phasewall_plus_lr_tuned,100,-0.4586406283900504,-0.3738847521775621,0.06552053226251342,0.19,0.81,7.365085129144919e-10,0.8152019882974525,1.515103226566955e-09
sphere,10,0.2,phasewall_tuned,100,-0.4586406283900504,-0.44876453650740467,0.0036741662358024674,0.46,0.54,0.5704943464345489,0.9784666004899885,0.636830898345543
sphere,10,0.2,pop4x,100,-0.4586406283900504,0.32376034211555127,0.787542082180814,0.0,1.0,3.89655984509591e-18,-0.7059129132367438,1.9198452288232053e-17
sphere,20,0.0,lr_adapt_proxy,100,0.012083707862821851,0.2911805577392357,0.27881179412844537,0.0,1.0,3.89655984509591e-18,24.096954431935238,1.9198452288232053e-17
sphere,20,0.0,phasewall_plus_lr_tuned,100,0.012083707862821851,0.300681367011958,0.28530406548567927,0.0,1.0,3.89655984509591e-18,24.88320393255033,1.9198452288232053e-17
sphere,20,0.0,phasewall_tuned,100,0.012083707862821851,0.0122744906716034,2.6452708495501576e-06,0.5,0.5,0.8770384213786963,1.0157884327349997,0.8984679639199393
sphere,20,0.0,pop4x,100,0.012083707862821851,11.24313954099403,11.231205174696628,0.0,1.0,3.89655984509591e-18,930.4378812058166,1.9198452288232053e-17
sphere,20,0.1,lr_adapt_proxy,100,-0.09197217458066781,0.23409546943397275,0.31696201045049377,0.01,0.99,4.0161556854627e-18,-2.5452857943317424,1.9198452288232053e-17
sphere,20,0.1,phasewall_plus_lr_tuned,100,-0.09197217458066781,0.2198892345644797,0.3030475694520923,0.0,1.0,3.89655984509591e-18,-2.3908234807650133,1.9198452288232053e-17
sphere,20,0.1,phasewall_tuned,100,-0.09197217458066781,-0.09626886529381225,-0.014352388334791705,0.57,0.43,0.09071161614888013,1.0467172895795331,0.11559710376494459
sphere,20,0.1,pop4x,100,-0.09197217458066781,11.07657419055322,11.133080566741324,0.0,1.0,3.89655984509591e-18,-120.43397082927594,1.9198452288232053e-17
sphere,20,0.2,lr_adapt_proxy,100,-0.238437360435515,0.0959979811485494,0.3140517587346249,0.01,0.99,4.0161556854627e-18,-0.40261300063549355,1.9198452288232053e-17
sphere,20,0.2,phasewall_plus_lr_tuned,100,-0.238437360435515,0.0925807213550223,0.31293523880299123,0.0,1.0,3.89655984509591e-18,-0.3882811032042967,1.9198452288232053e-17
sphere,20,0.2,phasewall_tuned,100,-0.238437360435515,-0.21177768705309047,0.021005517487583947,0.43,0.57,0.24239136462501465,0.8881900330815203,0.2861012828360829
sphere,20,0.2,pop4x,100,-0.238437360435515,10.9877554037744,11.308063444991356,0.0,1.0,3.89655984509591e-18,-46.08235632077474,1.9198452288232053e-17
sphere,40,0.0,lr_adapt_proxy,100,1.6171826672837812,2.749465924587623,1.1681417571731654,0.15,0.85,3.116882971760749e-13,1.7001579229176529,6.905094583593043e-13
sphere,40,0.0,phasewall_plus_lr_tuned,100,1.6171826672837812,2.8132735796553865,1.2088292321866811,0.15,0.85,1.1420022997342024e-13,1.7396139821239605,2.652392438092341e-13
sphere,40,0.0,phasewall_tuned,100,1.6171826672837812,1.3411462495940971,-0.2825154935808113,0.62,0.38,0.00036310380926309234,0.8293103041023098,0.0005745818520207175
sphere,40,0.0,pop4x,100,1.6171826672837812,63.83293280403448,61.905228912705816,0.0,1.0,3.89655984509591e-18,39.47168993051862,1.9198452288232053e-17
sphere,40,0.1,lr_adapt_proxy,100,1.5099065684665791,2.6756925362435284,1.1289715889764125,0.09,0.91,1.6769992593993554e-15,1.7720914605735443,5.488361212579708e-15
sphere,40,0.1,phasewall_plus_lr_tuned,100,1.5099065684665791,2.716488923214386,1.1574850151748315,0.15,0.85,7.397715002246111e-15,1.7991106072034508,1.9727240005989628e-14
sphere,40,0.1,phasewall_tuned,100,1.5099065684665791,1.3791862634481569,-0.11196545440348404,0.52,0.48,0.057701968852335826,0.913424904726934,0.07553712286123963
sphere,40,0.1,pop4x,100,1.5099065684665791,61.04738358757111,59.55526982556435,0.0,1.0,3.89655984509591e-18,40.43123254279846,1.9198452288232053e-17
sphere,40,0.2,lr_adapt_proxy,100,1.693052483429594,2.72429837114643,1.0112006513862677,0.13,0.87,3.116882971760749e-13,1.6091045007818394,6.905094583593043e-13
sphere,40,0.2,phasewall_plus_lr_tuned,100,1.693052483429594,2.9367460128009997,1.2118572332146014,0.15,0.85,1.5185669321220038e-13,1.7345865184592932,3.47101013056458e-13
sphere,40,0.2,phasewall_tuned,100,1.693052483429594,1.494644659818273,-0.2045560790076334,0.59,0.41,0.020109014084802552,0.8828105888310037,0.027843250271265073
sphere,40,0.2,pop4x,100,1.693052483429594,65.34801112017459,63.293970972034764,0.0,1.0,3.89655984509591e-18,38.59774682696191,1.9198452288232053e-17
